last_name, first_name,pitcher,n_ff,n_si,n_fc,n_sl,n_ch,n_cu,n_fs,n_kn
Britton, Zack,502154,0.0,86.1,0.0,13.9,0.0,0.0,0.0,0.0
Wingenter, Trey,622259,55.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0
Gearrin, Cory,518715,8.4,36.3,0.0,40.3,15.0,0.0,0.0,0.0
Glasnow, Tyler,607192,67.2,0.0,0.0,0.0,3.5,29.3,0.0,0.0
Guerrero, Tayron,594027,70.1,9.4,0.0,20.4,0.0,0.0,0.0,0.0
Rainey, Tanner,663432,70.7,0.0,0.0,29.0,0.3,0.0,0.0,0.0
Oberg, Scott,623184,52.0,0.2,0.0,43.3,4.5,0.0,0.0,0.0
Anderson, Justin,605121,40.8,6.1,0.0,52.1,0.9,0.0,0.0,0.0
McFarland, T.J.,519008,0.4,68.0,0.0,15.5,16.0,0.0,0.0,0.0
Chafin, Andrew,605177,29.9,31.5,0.0,38.6,0.0,0.0,0.0,0.0
Díaz, Jairo,545064,25.1,31.0,0.0,43.9,0.0,0.0,0.0,0.0
Burnes, Corbin,669203,52.5,3.7,0.9,31.0,4.1,7.8,0.0,0.0
Magill, Matt,543483,51.0,0.0,0.1,18.8,0.1,30.1,0.0,0.0
Webb, Tyler,643778,37.2,28.0,0.0,0.0,19.4,15.4,0.0,0.0
Kelly, Joe,523260,28.0,22.8,0.0,0.0,12.6,36.5,0.0,0.0
McKay, Brendan,656713,57.2,0.0,13.0,0.0,3.6,26.2,0.0,0.0
McCarthy, Kevin,641838,3.2,57.4,0.0,11.4,22.0,6.0,0.0,0.0
Holmes, Clay,605280,10.3,52.7,0.0,11.9,1.3,23.8,0.0,0.0
Poche, Colin,621363,88.5,0.0,0.0,10.0,0.0,0.0,1.5,0.0
Kinley, Tyler,641755,42.3,0.0,0.0,57.7,0.0,0.0,0.0,0.0
López, Yoan,661255,57.1,0.0,0.0,39.4,3.5,0.0,0.0,0.0
Martin, Chris,455119,45.8,17.7,14.6,9.7,0.0,0.0,12.2,0.0
Miller, Shelby,571946,66.7,3.0,3.6,0.5,2.3,23.9,0.0,0.0
Civale, Aaron,650644,3.3,35.1,29.6,14.4,6.6,11.0,0.0,0.0
Ponce de Leon, Daniel,594965,70.7,0.0,13.4,0.1,7.3,8.5,0.0,0.0
Jeffress, Jeremy,502026,28.5,34.1,0.0,0.0,0.0,28.4,9.1,0.0
Kintzler, Brandon,445213,3.7,68.5,0.0,10.2,17.5,0.0,0.0,0.0
Rodney, Fernando,407845,20.6,47.4,0.0,3.3,28.8,0.0,0.0,0.0
Dyson, Sam,473879,9.9,45.2,27.3,7.0,10.6,0.0,0.0,0.0
Davis, Wade,451584,44.6,0.4,34.8,0.0,1.4,18.8,0.0,0.0
Allard, Kolby,663465,46.5,0.0,33.1,0.0,15.1,5.4,0.0,0.0
Marshall, Evan,605359,23.4,20.7,0.0,0.0,39.2,16.7,0.0,0.0
Nicasio, Juan,504379,41.9,12.1,0.0,45.7,0.2,0.0,0.0,0.0
Ferguson, Caleb,657571,78.0,0.0,0.0,0.0,0.2,21.7,0.0,0.0
Kittredge, Andrew,552640,18.5,39.7,0.0,37.3,4.5,0.0,0.0,0.0
Watson, Tony,453265,0.5,50.8,0.0,10.6,38.1,0.0,0.0,0.0
Giles, Ken,571704,49.0,1.6,0.0,49.4,0.0,0.0,0.0,0.0
Elías, Roenis,606273,50.8,6.5,0.0,0.0,29.3,13.4,0.0,0.0
Pressly, Ryan,519151,35.7,0.0,0.0,29.0,0.0,35.2,0.0,0.0
Cimber, Adam,643256,16.9,50.8,0.0,32.2,0.0,0.0,0.0,0.0
Taylor, Josh,657031,45.1,15.1,0.0,38.2,0.1,1.5,0.0,0.0
Bard, Luke,572703,34.6,9.6,0.0,50.4,5.4,0.0,0.0,0.0
Kolarek, Adam,592473,10.6,71.3,1.0,7.9,9.2,0.0,0.0,0.0
Rodriguez, Jefry,622446,28.4,39.7,0.0,0.0,8.9,23.0,0.0,0.0
Buchter, Ryan,488748,62.8,0.0,14.7,0.0,0.0,22.5,0.0,0.0
Brice, Austin,592169,31.5,19.5,0.0,0.0,4.4,44.7,0.0,0.0
Martinez, Carlos,593372,29.8,20.8,2.3,28.4,18.6,0.0,0.0,0.0
Toussaint, Touki,657053,24.3,24.8,0.0,0.0,0.0,27.4,23.4,0.0
Hernandez, David,456696,27.6,24.5,31.4,0.0,0.4,16.1,0.0,0.0
Johnson, Brian,598271,36.5,0.6,0.0,26.7,1.6,34.6,0.0,0.0
Yacabonis, Jimmy,642231,6.5,57.1,0.0,29.7,6.6,0.0,0.0,0.0
Kelley, Shawn,518875,39.7,0.0,0.0,60.2,0.1,0.0,0.0,0.0
Suárez, Ranger,624133,23.5,29.4,0.0,20.2,27.0,0.0,0.0,0.0
Bleier, Richard,542947,0.4,64.1,24.5,6.3,4.7,0.0,0.0,0.0
García, Jarlín,606424,40.0,0.0,0.0,42.6,17.4,0.0,0.0,0.0
Keller, Mitch,656605,59.5,0.0,0.0,20.8,3.7,15.9,0.0,0.0
Ruiz, José,614179,61.6,0.0,0.0,23.8,13.3,1.3,0.0,0.0
Wood, Hunter,621056,55.6,0.0,0.0,28.1,11.3,5.1,0.0,0.0
Sims, Lucas,608371,50.1,0.5,0.0,19.0,5.6,24.8,0.0,0.0
Vincent, Nick,543883,58.8,4.7,32.1,0.8,3.6,0.0,0.0,0.0
Smeltzer, Devin,656970,45.8,0.0,4.1,0.0,25.5,24.6,0.0,0.0
Shafer, Justin,596101,46.7,7.1,19.1,27.0,0.0,0.0,0.0,0.0
Floro, Dylan,571670,20.6,47.1,0.0,28.5,3.8,0.0,0.0,0.0
Harper, Ryne,607560,45.3,0.0,0.1,0.0,1.1,53.4,0.0,0.0
Richard, Clayton,453385,15.4,56.9,0.0,26.0,1.8,0.0,0.0,0.0
Strop, Pedro,467008,20.6,16.3,18.2,39.9,0.0,0.0,5.1,0.0
García, Edgar,658305,43.0,6.8,0.0,48.7,1.5,0.0,0.0,0.0
Pruitt, Austin,643493,42.9,1.0,0.0,23.3,19.2,13.6,0.0,0.0
Hembree, Heath,592390,69.9,0.0,0.0,16.2,0.0,13.9,0.0,0.0
Morin, Mike,573046,11.4,36.4,0.0,15.5,36.7,0.0,0.0,0.0
Bass, Anthony,542914,4.5,48.2,0.0,33.2,0.0,0.0,14.1,0.0
Sandoval, Patrick,663776,46.4,0.0,0.0,9.2,31.0,13.4,0.0,0.0
Santiago, Héctor,502327,59.3,0.1,0.0,16.1,19.8,4.6,0.0,0.0
Brennan, Brandon,592165,3.1,48.7,0.0,6.5,41.8,0.0,0.0,0.0
Goody, Nick,580792,51.2,0.0,0.0,48.8,0.0,0.0,0.0,0.0
Kline, Branden,571858,57.5,0.0,0.0,34.0,8.5,0.0,0.0,0.0
Barraclough, Kyle,607457,65.5,0.0,0.0,14.7,12.3,7.5,0.0,0.0
Grace, Matt,594840,0.0,62.5,2.7,30.3,4.4,0.1,0.0,0.0
Rodón, Carlos,607074,51.6,0.4,0.0,37.2,10.8,0.0,0.0,0.0
Sadler, Casey,594987,0.6,37.8,31.2,0.0,3.0,27.4,0.0,0.0
Holder, Jonathan,656547,54.5,0.0,4.0,25.0,16.5,0.0,0.0,0.0
Urquidy, José,664353,47.3,0.0,0.0,17.2,25.7,9.8,0.0,0.0
Gonsolin, Tony,664062,47.9,0.0,0.0,16.9,0.0,10.1,25.1,0.0
Wilson, Justin,458677,52.5,0.0,39.2,8.2,0.0,0.0,0.0,0.0
Brigham, Jeff,656257,51.4,0.0,0.0,48.6,0.0,0.0,0.0,0.0
Hardy, Blaine,543278,19.2,1.9,14.1,0.0,44.8,20.0,0.0,0.0
Alcántara, Victor,622505,0.0,75.0,0.0,9.2,15.9,0.0,0.0,0.0
Carpenter, Ryan,543001,22.8,22.3,0.0,28.3,14.6,12.0,0.0,0.0
Voth, Austin,608723,60.4,0.0,0.0,11.3,8.0,20.3,0.0,0.0
Hernandez, Darwinzon,650382,74.0,0.3,0.0,25.1,0.0,0.6,0.0,0.0
Webb, Logan,657277,43.8,12.6,0.0,23.5,20.1,0.0,0.0,0.0
Duplantier, Jon,641541,28.3,30.6,0.0,19.7,9.0,12.4,0.0,0.0
Hellickson, Jeremy,476451,2.5,41.3,17.0,0.0,25.8,13.3,0.0,0.0
Weber, Ryan,543901,3.1,49.6,1.2,14.5,16.6,15.0,0.0,0.0
Sheffield, Justus,656954,47.8,0.0,0.0,35.7,16.3,0.1,0.0,0.0
Springs, Jeffrey,605488,57.6,0.5,0.0,11.3,30.7,0.0,0.0,0.0
Leone, Dominic,608678,37.3,11.0,35.9,14.5,1.4,0.0,0.0,0.0
Barnes, Jacob,606930,48.0,0.0,51.8,0.2,0.0,0.0,0.0,0.0
Pérez, Oliver,424144,14.7,36.0,0.0,49.2,0.0,0.0,0.0,0.0
Hartlieb, Geoff,664129,39.9,29.5,0.0,20.7,9.8,0.0,0.0,0.0
McGee, Jake,459429,80.4,0.0,0.0,19.6,0.0,0.0,0.0,0.0
Quijada, José,650671,71.9,0.0,0.0,0.0,16.7,11.4,0.0,0.0
Peralta, Wily,503449,54.6,0.3,0.0,32.2,12.7,0.2,0.0,0.0
Cisnero, José,542585,51.2,9.6,0.0,30.5,8.7,0.0,0.0,0.0
Peralta, Wandy,593974,11.5,25.6,0.0,38.1,24.8,0.0,0.0,0.0
Phelps, David,475479,25.4,17.3,28.9,0.0,0.6,27.8,0.0,0.0
Irvin, Cole,608344,50.4,0.0,0.0,20.0,26.9,2.7,0.0,0.0
Parsons, Wes,641149,20.9,36.6,0.0,36.3,6.3,0.0,0.0,0.0
Luciano, Elvis,672773,55.3,0.0,0.0,25.5,19.2,0.0,0.0,0.0
Hill, Tim,657612,31.4,44.1,0.0,24.5,0.0,0.0,0.0,0.0
Wieck, Brad,623364,77.4,0.0,0.0,11.1,0.0,11.6,0.0,0.0
Mejía, Adalberto,606167,44.0,9.9,0.0,30.0,16.1,0.0,0.0,0.0
Tinoco, Jesus,622786,4.7,57.8,0.0,27.9,0.0,8.6,1.0,0.0
Reid-Foley, Sean,656887,48.5,1.5,0.0,34.0,8.7,7.4,0.0,0.0
Kluber, Corey,446372,12.9,26.7,29.0,0.0,8.5,22.9,0.0,0.0
Eshelman, Thomas,664045,27.4,18.4,0.0,21.2,17.9,15.1,0.0,0.0
Almonte, Yency,622075,56.6,0.5,0.0,40.0,3.0,0.0,0.0,0.0
Maton, Phil,664208,57.2,0.0,21.2,0.0,0.0,21.5,0.0,0.0
Biddle, Jesse,592145,54.6,0.2,0.0,20.1,0.0,25.1,0.0,0.0
Avilán, Luis,501593,0.0,29.5,0.0,0.0,58.3,12.2,0.0,0.0
Holland, Greg,518813,47.2,0.0,0.0,43.5,0.2,9.2,0.0,0.0
Ross, Tyson,475115,34.0,1.2,36.7,28.1,0.0,0.0,0.0,0.0
Smith, Josh A.,595001,30.4,7.8,1.5,29.3,7.9,23.1,0.0,0.0
Loáisiga, Jonathan,642528,47.7,8.6,0.0,0.0,12.9,30.8,0.0,0.0
Minter, A.J.,621345,39.1,0.2,44.4,0.2,16.2,0.0,0.0,0.0
Wick, Rowan,592858,66.1,0.0,2.4,3.7,0.0,27.8,0.0,0.0
Alvarado, José,621237,0.9,78.5,16.9,0.0,0.0,3.8,0.0,0.0
Wood, Alex,622072,2.0,48.3,0.0,0.0,25.1,24.6,0.0,0.0
Hale, David,571735,31.2,28.4,0.0,0.0,21.7,18.8,0.0,0.0
Helsley, Ryan,664854,56.2,0.5,0.0,31.9,2.8,8.7,0.0,0.0
Wright Jr., Mike,605541,34.5,23.9,0.0,35.5,4.9,1.2,0.0,0.0
Dugger, Robert,667498,34.5,24.8,0.0,24.3,3.2,13.2,0.0,0.0
Phillips, Evan,623465,62.8,3.5,0.0,26.1,7.6,0.0,0.0,0.0
May, Dustin,669160,6.7,50.5,31.1,0.0,1.1,10.6,0.0,0.0
Melville, Tim,543532,33.4,0.0,0.0,54.7,6.0,5.9,0.0,0.0
Sobotka, Chad,656977,56.0,0.5,0.0,43.2,0.4,0.0,0.0,0.0
Blevins, Jerry,460283,42.7,0.0,0.0,0.0,8.2,49.1,0.0,0.0
Fulmer, Carson,608334,43.7,0.0,32.6,0.0,15.6,8.1,0.0,0.0
Taillon, Jameson,592791,26.7,20.4,0.0,31.9,5.4,15.7,0.0,0.0
Warren, Adam,476589,30.6,0.2,0.0,47.2,17.8,4.1,0.0,0.0
Mills, Alec,621219,30.7,23.5,0.0,11.0,19.2,15.6,0.0,0.0
Littell, Zack,641793,49.0,0.2,0.0,47.5,2.2,1.1,0.0,0.0
Bowman, Matt,621199,37.9,2.7,14.6,17.7,0.0,11.5,15.7,0.0
Olson, Tyler,621397,42.4,2.6,0.0,0.0,13.1,42.0,0.0,0.0
Cordero, Jimmy,622772,18.8,49.8,6.8,7.2,17.3,0.0,0.0,0.0
Newberry, Jake,623470,51.9,0.7,0.0,44.5,2.8,0.0,0.0,0.0
Suárez, Andrew,605498,15.6,40.9,0.0,23.4,14.7,5.4,0.0,0.0
Webb, Jacob,657097,54.5,0.0,0.0,0.0,12.4,33.1,0.0,0.0
Reininger, Zac,643617,33.2,26.6,0.0,23.5,3.9,12.8,0.0,0.0
Jackson, Jay,543351,41.7,0.0,0.0,55.3,3.0,0.0,0.0,0.0
Adams, Austin,613534,32.8,3.6,0.0,63.6,0.0,0.0,0.0,0.0
Stumpf, Daniel,621385,52.1,0.0,0.0,37.9,10.0,0.0,0.0,0.0
Baez, Michel,673258,58.7,0.0,0.0,5.2,33.2,2.9,0.0,0.0
Blach, Ty,621389,0.0,56.7,7.3,1.3,26.0,8.7,0.0,0.0
Wang, Wei-Chung,623913,43.7,0.2,0.0,37.6,16.0,2.5,0.0,0.0
Flynn, Brian,543169,20.5,36.5,0.0,41.7,1.4,0.0,0.0,0.0
McKay, David,641853,0.0,62.9,0.0,0.0,0.0,37.1,0.0,0.0
Kela, Keone,605309,53.2,0.0,0.0,0.0,3.0,43.8,0.0,0.0
Tarpley, Stephen,605501,18.3,31.7,0.0,48.0,0.2,1.8,0.0,0.0
Hall, Matt,664180,66.3,0.0,1.0,5.4,3.4,24.0,0.0,0.0
Noesí, Hector,456051,0.0,44.5,0.0,29.2,9.7,16.7,0.0,0.0
McRae, Alex,656725,18.7,39.2,0.0,19.7,8.9,13.5,0.0,0.0
Adams, Chance,664856,57.2,1.0,0.0,17.2,7.5,17.0,0.0,0.0
Thorpe, Lewis,626929,51.2,0.0,0.0,19.7,11.6,17.5,0.0,0.0
Allen, Cody,592102,53.8,0.0,0.0,0.0,0.0,46.2,0.0,0.0
Guerrieri, Taylor,605260,2.2,43.1,0.2,0.0,10.0,44.5,0.0,0.0
Johnson, DJ,597113,62.8,0.0,0.8,0.0,0.2,36.2,0.0,0.0
Boxberger, Brad,502202,48.9,0.0,0.0,18.1,33.1,0.0,0.0,0.0
Stewart, Brock,592779,5.3,48.8,0.0,32.5,13.4,0.0,0.0,0.0
Wendelken, J.B.,605525,54.2,6.4,0.0,4.9,16.5,17.9,0.0,0.0
Cole, A.J.,595918,44.9,0.0,0.0,45.9,2.1,7.1,0.0,0.0
Minaya, Juan,573668,62.6,0.0,0.2,8.8,20.1,8.4,0.0,0.0
Burke, Brock,656271,43.3,18.5,0.0,0.6,15.3,22.3,0.0,0.0
Crichton, Stefan,592233,1.9,61.7,0.0,0.0,3.4,33.0,0.0,0.0
Domínguez, Seranthony,622554,59.7,1.5,0.0,34.1,4.7,0.0,0.0,0.0
Ramírez, Yefry,606162,36.9,14.9,0.0,14.4,30.4,3.4,0.0,0.0
Morgan, Adam,605388,7.6,20.5,0.0,38.0,20.3,13.6,0.0,0.0
Scott, Tanner,656945,55.5,3.2,0.0,41.3,0.0,0.0,0.0,0.0
Ramírez, Neil,519166,55.7,0.0,0.0,31.0,0.0,13.2,0.0,0.0
Markel, Parker,571917,40.4,7.4,0.0,50.9,1.3,0.0,0.0,0.0
Montero, Rafael,606160,39.7,7.2,0.0,13.7,39.4,0.0,0.0,0.0
Reyes, Gerardo,622103,59.6,14.4,0.0,24.2,0.0,1.7,0.0,0.0
Fillmyer, Heath,641571,45.3,8.2,0.0,19.2,17.7,9.7,0.0,0.0
Coonrod, Sam,656322,32.1,33.2,0.0,17.0,17.7,0.0,0.0,0.0
Allen, Logan,663531,48.1,0.0,0.0,22.9,21.4,7.6,0.0,0.0
Manaea, Sean,640455,0.0,63.5,0.0,21.2,14.9,0.5,0.0,0.0
Hicks, Jordan,663855,0.2,60.3,0.0,34.7,4.8,0.0,0.0,0.0
Dowdy, Kyle,664871,67.4,0.0,0.0,14.2,4.6,13.9,0.0,0.0
Zimmer, Kyle,622092,61.1,0.0,0.0,25.7,4.8,8.3,0.0,0.0
Anderson, Tyler,542881,46.5,1.6,19.4,0.0,25.9,6.5,0.0,0.0
Dobnak, Randy,677976,22.7,36.5,0.0,27.9,12.9,0.0,0.0,0.0
Smith, Burch,572143,63.3,0.2,0.0,0.2,16.2,20.0,0.0,0.0
Sadzeck, Connor,592712,37.7,9.0,0.0,51.2,2.1,0.0,0.0,0.0
Anderson, Tanner,664196,12.8,58.3,1.7,18.0,9.2,0.0,0.0,0.0
Shoemaker, Matt,533167,17.2,30.1,0.0,17.7,0.0,2.4,32.5,0.0
Payano, Pedro,622797,0.0,46.5,0.0,20.6,19.7,13.2,0.0,0.0
Muñoz, Andrés,662253,66.6,0.5,0.5,31.7,0.7,0.0,0.0,0.0
Otero, Dan,519096,12.0,55.3,0.0,13.9,18.8,0.0,0.0,0.0
Jewell, Jake,657228,37.9,11.9,0.0,35.7,14.6,0.0,0.0,0.0
Shawaryn, Mike,642067,44.1,2.0,0.0,33.6,1.0,19.4,0.0,0.0
Faria, Jake,607188,61.0,0.0,0.0,11.8,0.0,0.0,27.2,0.0
Nelson, Jimmy,519076,23.8,28.3,0.0,27.0,0.7,20.1,0.0,0.0
Davis, Austin,656354,58.0,0.0,0.0,6.6,18.2,17.2,0.0,0.0
Rosenthal, Trevor,572096,69.9,2.2,0.0,24.4,3.5,0.0,0.0,0.0
Zeuch, T.J.,643615,3.0,49.5,0.0,19.6,19.6,8.4,0.0,0.0
Gagnon, Drew,543193,54.4,0.0,0.0,3.7,32.2,9.7,0.0,0.0
Adam, Jason,592094,61.4,0.0,0.0,0.0,11.6,27.0,0.0,0.0
Ginkel, Kevin,656464,54.0,0.0,0.0,44.9,1.0,0.0,0.0,0.0
Lakins Sr., Travis,664042,39.7,0.0,37.2,0.0,3.5,19.5,0.0,0.0
Skoglund, Eric,607215,39.5,20.0,0.0,0.0,17.5,23.0,0.0,0.0
Tuivailala, Sam,592815,33.3,28.5,0.0,20.3,0.0,17.9,0.0,0.0
Duke, Zach,435043,6.7,49.6,0.0,31.6,0.0,12.1,0.0,0.0
Fairbanks, Pete,664126,43.9,0.0,0.0,56.1,0.0,0.0,0.0,0.0
Stewart, Kohl,640464,6.5,48.4,0.0,32.0,3.9,9.1,0.0,0.0
Boshers, Buddy,542953,0.0,39.6,0.0,0.0,6.8,53.6,0.0,0.0
Howard, Sam,607572,44.1,0.0,0.0,55.9,0.0,0.0,0.0,0.0
Thornburg, Tyler,592804,55.0,0.0,0.0,0.0,18.8,26.2,0.0,0.0
Bashlor, Tyler,641341,62.3,0.0,0.0,25.7,12.0,0.0,0.0,0.0
Festa, Matt,670036,46.2,6.3,0.8,39.4,0.0,7.3,0.0,0.0
Kimbrel, Craig,518886,66.6,0.0,0.0,0.0,0.0,33.4,0.0,0.0
Bergen, Travis,664157,68.8,0.0,0.0,0.0,3.5,27.7,0.0,0.0
Lovelady, Richard,663992,49.1,10.9,0.0,39.2,0.8,0.0,0.0,0.0
Rosscup, Zac,573127,19.1,21.0,0.0,59.9,0.0,0.0,0.0,0.0
Oh, Seunghwan,493200,42.5,0.0,38.7,0.3,4.6,14.0,0.0,0.0
Martin, Corbin,656686,62.6,0.0,0.0,7.3,11.0,19.1,0.0,0.0
Cabrera, Génesis,650893,54.0,7.0,0.0,0.0,17.5,21.5,0.0,0.0
Strickland, Hunter,519326,54.5,11.1,0.5,29.8,4.1,0.0,0.0,0.0
Lockett, Walker,621141,45.5,10.0,0.0,0.0,20.3,24.1,0.0,0.0
Stashak, Cody,664054,54.0,0.0,0.0,39.0,7.1,0.0,0.0,0.0
Koch, Matt,571863,48.4,0.0,28.0,0.0,16.2,7.4,0.0,0.0
Sipp, Tony,448609,47.9,0.0,0.0,32.0,0.0,0.0,20.1,0.0
Harvey, Joe,642840,75.9,0.0,0.0,22.2,1.9,0.0,0.0,0.0
Wilson, Bryse,669060,66.6,5.3,0.0,6.7,13.5,7.9,0.0,0.0
Burr, Ryan,621114,58.1,0.0,24.7,17.1,0.0,0.0,0.0,0.0
Scott, Tayler,605463,7.9,49.2,0.0,42.9,0.0,0.0,0.0,0.0
McClain, Reggie,596035,0.0,77.4,0.0,18.1,4.5,0.0,0.0,0.0
Wright, Kyle,657140,42.7,11.7,0.0,25.9,7.7,12.0,0.0,0.0
Winkler, Dan,595465,30.5,5.7,42.5,0.0,0.0,21.4,0.0,0.0
Tate, Dillon,622253,3.4,52.9,24.3,0.0,19.4,0.0,0.0,0.0
Gustave, Jandel,594311,51.6,20.1,0.0,28.4,0.0,0.0,0.0,0.0
Edwards Jr., Carl,605218,74.3,3.2,0.0,0.0,0.3,22.3,0.0,0.0
Clase, Emmanuel,661403,5.5,0.0,73.3,21.2,0.0,0.0,0.0,0.0
Sneed, Cy,605482,61.9,0.9,7.6,12.2,11.6,5.8,0.0,0.0
Bolaños, Ronald,671790,54.9,8.1,0.0,11.0,5.2,20.6,0.0,0.0
Smith, Joe,501925,26.5,31.1,0.0,41.0,1.5,0.0,0.0,0.0
Tepera, Ryan,572193,20.9,35.6,32.1,4.7,6.8,0.0,0.0,0.0
Hammer, JD,670456,54.7,0.0,0.0,45.3,0.0,0.0,0.0,0.0
Mayers, Mike,594577,51.8,0.0,0.0,37.9,1.8,8.6,0.0,0.0
Wilkerson, Aaron,658792,50.5,0.0,0.0,17.4,15.0,17.1,0.0,0.0
Palumbo, Joe,643478,57.4,0.0,0.0,0.0,17.4,25.2,0.0,0.0
Armenteros, Rogelio,660494,48.3,0.0,0.0,3.3,28.5,19.8,0.0,0.0
Estrada, Marco,462136,52.6,0.0,11.7,0.0,31.5,4.2,0.0,0.0
Hernández, Jonathan,642546,2.4,46.1,0.0,35.5,16.0,0.0,0.0,0.0
Marvel, James,621086,20.8,32.9,0.0,0.0,19.9,26.3,0.0,0.0
Sewald, Paul,623149,69.7,0.9,0.0,25.8,3.6,0.0,0.0,0.0
Rodriguez, Jose,642578,38.6,7.6,0.0,21.3,15.5,17.0,0.0,0.0
DuRapau, Montana,657566,45.9,0.0,37.0,0.0,3.4,13.8,0.0,0.0
Staumont, Josh,622251,59.5,6.1,4.0,0.0,0.0,30.4,0.0,0.0
Hildenberger, Trevor,657610,5.2,31.9,0.0,26.1,36.8,0.0,0.0,0.0
Garrett, Reed,657585,64.3,0.0,7.5,25.4,0.0,0.0,2.8,0.0
Shepherd, Chandler,605469,47.2,0.0,0.0,27.7,10.7,14.5,0.0,0.0
Menez, Conner,669214,61.2,0.0,0.0,17.0,13.6,8.2,0.0,0.0
Sherfy, Jimmie,642073,36.4,0.0,0.0,50.9,6.3,6.3,0.0,0.0
Romano, Jordan,605447,63.3,0.3,0.0,36.3,0.0,0.0,0.0,0.0
Dunn, Mike,445197,43.9,3.0,0.0,44.9,0.0,8.3,0.0,0.0
Grotz, Zac,665093,36.1,12.0,0.0,8.7,0.0,2.7,40.5,0.0
McGowin, Kyle,641851,3.7,48.0,0.0,43.6,3.4,1.3,0.0,0.0
Volquez, Edinson,450172,0.3,47.5,0.0,0.0,36.7,15.5,0.0,0.0
Valdez, Phillips,570488,0.7,57.7,0.0,5.5,36.2,0.0,0.0,0.0
Chargois, JT,608638,9.3,32.0,0.0,58.8,0.0,0.0,0.0,0.0
Adams, Austin,542866,54.7,0.0,0.0,39.0,6.3,0.0,0.0,0.0
Smith, Josh D.,605479,54.0,8.4,0.0,37.2,0.4,0.0,0.0,0.0
Ramos, Edubray,591693,36.5,0.0,0.0,54.4,9.1,0.0,0.0,0.0
Mazza, Chris,607391,3.2,47.9,24.6,20.1,4.2,0.0,0.0,0.0
Altavilla, Dan,656186,59.3,0.0,0.0,40.7,0.0,0.0,0.0,0.0
Neshek, Pat,450212,0.0,37.1,0.4,62.1,0.4,0.0,0.0,0.0
Romero, Fernando,622864,6.1,59.4,0.0,28.8,5.8,0.0,0.0,0.0
Alexander, Scott,518397,0.0,88.8,0.0,7.9,3.2,0.0,0.0,0.0
Miller, Justin,502522,63.6,15.6,0.0,19.6,1.1,0.0,0.0,0.0
Flexen, Chris,623167,58.4,4.0,21.9,0.0,12.0,3.6,0.0,0.0
Tropeano, Nick,607374,40.7,5.9,0.0,24.2,20.1,0.0,9.2,0.0
Lucas, Josh,572998,26.4,27.5,0.0,42.5,0.0,3.7,0.0,0.0
Gómez, Jeanmar,491646,2.2,48.5,0.0,20.7,23.0,5.6,0.0,0.0
Gibaut, Ian,664139,56.5,0.0,0.0,22.3,21.2,0.0,0.0,0.0
Romano, Sal,607219,4.9,59.3,0.0,33.6,0.0,2.2,0.0,0.0
Williams, Taylor,592865,61.0,2.2,0.0,31.1,5.6,0.0,0.0,0.0
Cueto, Johnny,456501,32.5,18.9,0.0,24.9,18.9,4.9,0.0,0.0
Black, Ray,605143,75.3,0.0,0.0,24.7,0.0,0.0,0.0,0.0
Rogers, Josh,642028,52.5,0.8,0.0,22.4,23.2,1.1,0.0,0.0
Alaniz, R.J.,595798,23.7,26.7,0.0,37.4,11.5,0.8,0.0,0.0
Kay, Anthony,641743,61.6,0.0,0.0,0.0,19.4,19.0,0.0,0.0
Rogers, Tyler,643511,58.0,9.0,0.0,32.9,0.0,0.0,0.0,0.0
Despaigne, Odrisamer,628333,39.0,15.4,20.1,11.8,6.3,7.5,0.0,0.0
Williams, Devin,642207,22.0,39.0,1.6,0.8,36.6,0.0,0.0,0.0
Dull, Ryan,623430,53.2,0.0,0.0,40.9,6.0,0.0,0.0,0.0
Santana, Ervin,429722,41.2,10.4,0.0,42.4,6.0,0.0,0.0,0.0
