last_name, first_name,pitcher,n_ff,n_si,n_fc,n_sl,n_ch,n_cu,n_fs,n_kn
Chafin, Andrew,605177,28.5,39.3,0.0,31.9,0.3,0.0,0.0,0.0
Festa, Matt,670036,43.3,0.2,0.0,56.5,0.0,0.0,0.0,0.0
Banks, Tanner,621383,44.9,0.0,0.0,29.8,20.0,5.4,0.0,0.0
Stanek, Ryne,592773,58.4,0.0,0.0,18.5,0.0,0.0,23.0,0.0
Rucker, Michael,621074,43.9,0.0,0.1,30.0,8.5,17.4,0.0,0.0
Tepera, Ryan,572193,31.6,16.7,0.0,42.7,8.9,0.1,0.0,0.0
Mayers, Mike,594577,46.0,0.8,8.3,34.8,7.5,2.6,0.0,0.0
Jackson, Zach,667427,54.1,0.0,0.2,44.6,1.0,0.0,0.0,0.0
Melancon, Mark,453343,3.0,0.0,62.8,1.8,0.0,30.0,2.4,0.0
García, Rony,665621,44.7,12.7,0.0,0.0,11.0,31.7,0.0,0.0
Alvarado, José,621237,1.4,54.5,42.9,0.0,0.0,1.2,0.0,0.0
Swanson, Erik,657024,54.8,0.0,0.0,19.8,0.0,0.0,25.4,0.0
Wilson, Steven,621051,52.2,0.0,0.0,42.2,5.6,0.0,0.0,0.0
Elder, Bryce,693821,0.6,42.3,18.3,26.8,11.9,0.1,0.0,0.0
Kennedy, Ian,453178,81.4,0.0,2.2,0.0,10.6,5.8,0.0,0.0
Floro, Dylan,571670,26.7,36.4,0.0,21.9,15.1,0.0,0.0,0.0
Mantiply, Joe,573009,1.5,42.3,0.0,0.0,26.0,30.2,0.0,0.0
Clarke, Taylor,664199,42.4,0.0,0.0,36.2,21.4,0.0,0.0,0.0
Martin, Chris,455119,42.5,8.9,31.7,4.1,0.0,3.6,9.2,0.0
Marte, Yunior,628708,25.9,36.0,0.0,38.0,0.1,0.0,0.0,0.0
Ober, Bailey,641927,49.1,0.0,0.0,23.4,15.6,11.9,0.0,0.0
Matz, Steven,571927,0.0,48.5,0.0,2.6,28.9,20.0,0.0,0.0
Hoffman, Jeff,656546,52.0,0.0,0.0,23.7,24.3,0.0,0.0,0.0
Raley, Brooks,548384,0.5,22.5,19.1,38.2,19.6,0.1,0.0,0.0
De Los Santos, Enyel,660853,60.5,0.0,0.0,28.4,11.1,0.0,0.0,0.0
Abbott, Cory,676265,50.9,0.0,0.0,26.9,0.0,22.2,0.0,0.0
Bednar, David,670280,53.6,0.1,0.0,0.0,0.0,29.5,16.9,0.0
Rodríguez, Joely,570257,6.8,48.5,0.0,5.9,38.8,0.0,0.0,0.0
Castillo, Diego,650895,5.6,31.1,0.0,63.3,0.0,0.0,0.0,0.0
Farmer, Buck,571656,44.6,0.0,0.0,31.4,24.0,0.0,0.0,0.0
Sawamura, Hirokazu,617228,48.8,0.0,0.0,13.7,0.0,0.0,37.5,0.0
Ramirez, Noé,598287,37.6,0.0,0.0,0.0,30.9,31.4,0.0,0.0
Wantz, Andrew,681806,49.5,0.0,16.5,28.5,5.5,0.0,0.0,0.0
Leone, Dominic,608678,37.0,0.1,27.1,35.7,0.0,0.0,0.0,0.0
Domínguez, Seranthony,622554,37.4,32.2,1.0,24.7,4.7,0.0,0.0,0.0
Lambert, Jimmy,669424,44.6,0.0,0.0,33.0,14.2,8.2,0.0,0.0
Familia, Jeurys,544727,24.1,46.3,0.0,15.1,0.0,0.0,14.6,0.0
Hand, Brad,543272,29.9,18.0,0.0,52.1,0.0,0.0,0.0,0.0
Peralta, Wandy,593974,4.5,37.3,0.0,15.7,42.5,0.0,0.0,0.0
Effross, Scott,664123,11.3,33.9,0.0,40.2,14.6,0.0,0.0,0.0
Pruitt, Austin,643493,34.5,0.0,0.0,40.7,5.4,19.4,0.0,0.0
Garrett, Amir,607237,40.7,2.9,0.0,56.5,0.0,0.0,0.0,0.0
Colomé, Alex,517008,15.6,0.0,84.4,0.0,0.0,0.0,0.0,0.0
Suarez, Robert,663158,43.6,22.2,8.7,0.0,21.0,4.5,0.0,0.0
Gilbreath, Lucas,656458,73.2,0.0,0.0,25.6,0.0,0.0,1.1,0.0
Knebel, Corey,608349,69.8,0.0,0.0,3.0,0.0,27.2,0.0,0.0
Megill, Tylor,656731,56.9,0.0,1.9,20.1,18.3,2.8,0.0,0.0
Chacín, Jhoulys,468504,8.9,35.8,0.0,28.0,2.7,24.7,0.0,0.0
Leclerc, José,600917,36.6,0.0,6.0,35.4,22.0,0.0,0.0,0.0
Snead, Kirby,669912,13.6,41.9,0.0,37.4,7.1,0.0,0.0,0.0
Smith, Drew,622098,52.4,0.1,0.0,35.5,5.5,6.4,0.0,0.0
Megill, Trevor,656730,54.8,0.6,0.0,14.2,0.0,30.4,0.0,0.0
Henry, Tommy,674072,55.6,0.1,0.0,19.9,9.7,14.6,0.0,0.0
Bleier, Richard,542947,5.7,48.6,22.9,15.9,6.9,0.0,0.0,0.0
King, Michael,650633,22.7,37.2,0.0,30.5,9.6,0.0,0.0,0.0
Foster, Matt,641582,52.1,0.0,0.5,30.7,9.8,6.9,0.0,0.0
Strahm, Matt,621381,38.4,14.5,0.0,20.9,9.2,17.0,0.0,0.0
Lawrence, Justin,664875,0.0,55.3,0.0,44.7,0.0,0.0,0.0,0.0
Gott, Trevor,641627,32.7,21.9,33.9,0.0,1.1,10.4,0.0,0.0
Loáisiga, Jonathan,642528,1.4,63.3,0.0,0.0,15.0,20.2,0.0,0.0
McCullers Jr., Lance,621121,0.0,24.5,7.8,25.4,17.4,24.9,0.0,0.0
Littell, Zack,641793,50.7,0.0,0.0,37.1,0.0,0.0,12.3,0.0
Marinaccio, Ron,676760,44.3,0.0,0.0,17.8,37.9,0.0,0.0,0.0
Lee, Dylan,669276,45.5,0.0,0.0,47.7,6.8,0.0,0.0,0.0
Nance, Tommy,667297,13.3,29.0,0.0,18.4,0.0,39.3,0.0,0.0
Martin, Brett,656685,10.3,35.1,0.0,18.1,0.0,36.5,0.0,0.0
Wisler, Matt,605538,8.5,0.0,0.0,91.5,0.0,0.0,0.0,0.0
King, John,667463,0.0,52.3,8.1,14.8,24.7,0.0,0.0,0.0
Castellanos, Humberto,528748,9.9,32.4,0.0,26.1,10.4,21.3,0.0,0.0
Hill, Tim,657612,29.1,55.0,6.7,9.1,0.0,0.0,0.0,0.0
Bird, Jake,656234,0.0,57.7,25.1,0.0,2.0,15.2,0.0,0.0
Cotton, Jharel,605194,44.7,0.0,0.0,10.4,40.4,4.6,0.0,0.0
Sandlin, Nick,680704,20.5,27.0,0.0,44.7,0.0,0.0,7.7,0.0
Long, Sam,669674,42.5,1.5,0.0,0.0,29.2,26.8,0.0,0.0
Weems, Jordan,607179,63.8,0.0,0.0,24.0,9.2,3.0,0.0,0.0
Moll, Sam,594580,0.0,44.6,0.0,55.4,0.0,0.0,0.0,0.0
Pepiot, Ryan,686752,56.2,0.0,0.0,18.2,25.6,0.0,0.0,0.0
Cabrera, Génesis,650893,34.2,17.5,0.0,1.0,17.7,29.6,0.0,0.0
Mayza, Tim,641835,0.1,82.5,0.0,17.4,0.0,0.0,0.0,0.0
Staumont, Josh,622251,51.0,14.1,0.0,0.0,0.0,34.9,0.0,0.0
Pineda, Michael,501381,59.2,0.0,0.0,21.5,19.3,0.0,0.0,0.0
Duffey, Tyler,608648,37.8,14.7,0.0,0.0,4.6,43.0,0.0,0.0
Weaver, Luke,596133,59.6,0.7,1.1,9.7,25.9,2.9,0.0,0.0
Bañuelos, Manny,544365,20.6,20.8,0.0,22.8,10.0,25.8,0.0,0.0
Matzek, Tyler,554431,76.7,0.0,0.0,23.1,0.0,0.1,0.0,0.0
Pressly, Ryan,519151,32.6,0.0,0.0,36.8,3.5,27.0,0.0,0.0
Brogdon, Connor,641401,32.0,0.0,24.8,0.0,43.2,0.0,0.0,0.0
Richards, Garrett,572070,24.9,0.4,0.0,37.7,34.7,2.3,0.0,0.0
Abreu, Albert,656061,12.2,48.5,0.0,29.3,10.0,0.0,0.0,0.0
Ragans, Cole,666142,44.5,0.0,16.4,0.0,32.9,6.2,0.0,0.0
Karinchak, James,675916,59.7,0.0,0.0,0.0,0.0,40.3,0.0,0.0
Kelly, Joe,523260,1.6,38.0,0.0,0.0,8.5,51.9,0.0,0.0
Stammen, Craig,489334,0.6,53.9,22.1,12.3,2.7,8.4,0.0,0.0
Woodford, Jake,663765,21.4,38.2,0.0,28.3,3.7,8.5,0.0,0.0
Castillo, Max,666721,48.1,0.0,0.0,18.8,33.1,0.0,0.0,0.0
Peralta, Wily,503449,27.5,21.9,0.0,29.8,0.0,0.0,20.7,0.0
Gibaut, Ian,664139,43.9,0.0,22.8,22.2,11.1,0.0,0.0,0.0
Barnes, Matt,598264,45.9,0.0,0.0,0.0,7.2,46.9,0.0,0.0
Howard, Spencer,675921,50.3,0.0,35.3,0.0,3.5,11.0,0.0,0.0
Quijada, José,650671,84.9,0.0,0.0,4.2,10.9,0.0,0.0,0.0
Assad, Javier,665871,21.3,31.2,27.0,9.7,6.7,4.2,0.0,0.0
Cuas, Jose,621016,0.0,62.0,0.0,36.8,1.2,0.0,0.0,0.0
Gutierrez, Vladimir,661269,49.7,0.0,0.0,21.9,15.4,13.0,0.0,0.0
Chapman, Aroldis,547973,55.5,5.0,0.0,24.6,0.0,0.0,14.9,0.0
Thompson, Ryan,657044,10.5,47.7,1.0,39.3,1.5,0.0,0.0,0.0
Arano, Víctor,644364,9.7,43.4,0.0,46.9,0.0,0.0,0.0,0.0
Graterol, Brusdar,660813,10.7,42.7,27.4,19.3,0.0,0.0,0.0,0.0
Blach, Ty,621389,0.0,54.9,16.9,0.0,19.6,8.6,0.0,0.0
Moran, Jovani,663558,51.0,0.0,0.0,3.4,45.5,0.0,0.0,0.0
Danish, Tyler,641501,7.5,36.4,0.0,0.6,14.8,40.7,0.0,0.0
Thornton, Trent,663423,41.7,4.4,0.0,38.7,0.0,15.2,0.0,0.0
Sánchez, Cristopher,650911,0.0,61.0,0.0,18.9,20.1,0.0,0.0,0.0
Fleming, Josh,676596,0.2,54.7,15.3,0.0,19.0,10.9,0.0,0.0
Flaherty, Jack,656427,48.3,5.9,3.3,25.2,0.8,16.5,0.0,0.0
Harvey, Hunter,640451,77.0,0.9,0.0,0.5,0.0,6.7,15.0,0.0
Swarmer, Matt,664161,39.1,0.0,0.0,59.1,1.8,0.0,0.0,0.0
Warren, Art,605521,41.7,0.0,0.0,58.3,0.0,0.0,0.0,0.0
Koenig, Jared,657649,10.9,38.7,15.3,0.0,13.0,22.1,0.0,0.0
Liberatore, Matthew,669461,34.2,20.5,0.0,10.9,11.2,23.2,0.0,0.0
Moronta, Reyes,606625,53.4,0.0,0.0,37.0,9.7,0.0,0.0,0.0
Peters, Dillon,596071,23.3,27.0,0.0,11.0,24.1,14.5,0.0,0.0
Brazoban, Huascar,623211,23.3,9.7,41.8,0.0,25.2,0.0,0.0,0.0
McGee, Jake,459429,82.8,0.0,0.0,17.2,0.0,0.0,0.0,0.0
Ramirez, Yohan,670990,11.9,55.8,0.0,32.3,0.0,0.0,0.0,0.0
Sulser, Cole,642121,49.6,0.0,0.0,10.3,38.8,1.3,0.0,0.0
Moreta, Dauri,664294,30.3,25.1,0.0,24.0,20.6,0.0,0.0,0.0
Jefferies, Daulton,641726,11.8,34.4,20.3,0.0,20.0,13.6,0.0,0.0
Strzelecki, Peter,657265,53.2,0.0,0.0,33.2,13.6,0.0,0.0,0.0
Sands, Cole,663485,50.2,0.0,7.5,0.0,2.2,22.9,17.2,0.0
Price, David,456034,42.1,25.2,17.8,0.0,10.7,4.2,0.0,0.0
Nelson, Kyle,669459,36.3,0.0,0.0,63.6,0.0,0.2,0.0,0.0
Martinez, Seth,661527,33.8,19.3,4.2,30.2,12.5,0.0,0.0,0.0
Waldichuk, Ken,686610,56.5,0.0,0.0,21.0,14.5,8.0,0.0,0.0
Snider, Collin,676092,0.2,48.5,0.0,49.4,1.9,0.0,0.0,0.0
Lamet, Dinelson,659275,45.6,0.3,0.0,54.0,0.0,0.0,0.0,0.0
Baumann, Mike,657508,48.1,0.0,0.0,28.8,4.5,18.6,0.0,0.0
Ferguson, Caleb,657571,66.9,0.0,0.0,0.0,0.0,33.1,0.0,0.0
Castano, Daniel,641447,12.1,6.1,40.9,28.1,12.8,0.0,0.0,0.0
Thompson, Zack,668868,54.3,0.0,6.1,0.0,8.3,31.3,0.0,0.0
McCarty, Kirk,668948,38.3,0.2,40.2,3.5,7.7,10.1,0.0,0.0
Ortega, Oliver,661383,57.0,2.3,1.4,0.0,0.0,39.3,0.0,0.0
Gilbert, Tyler,656457,22.7,18.3,34.8,0.0,0.0,11.3,12.9,0.0
Naughton, Packy,676050,34.7,19.0,0.0,21.0,25.3,0.0,0.0,0.0
Miley, Wade,489119,14.1,2.7,42.5,6.4,31.6,2.7,0.0,0.0
Wentz, Joey,666214,55.1,0.0,22.0,0.0,13.5,9.4,0.0,0.0
Barlow, Joe,669618,27.4,3.6,0.0,60.3,0.0,8.7,0.0,0.0
Newcomb, Sean,656794,55.1,0.7,32.6,0.0,1.1,10.5,0.0,0.0
Banda, Anthony,607455,31.9,20.7,0.0,0.9,37.4,9.1,0.0,0.0
Head, Louis,545343,40.1,0.0,0.0,55.5,4.4,0.0,0.0,0.0
Dunn, Justin,643290,49.6,0.0,0.0,24.1,5.0,21.3,0.0,0.0
Morejon, Adrian,670970,69.1,0.0,0.0,13.7,4.3,13.0,0.0,0.0
Jiménez, Dany,666204,37.8,0.0,0.6,61.6,0.0,0.0,0.0,0.0
Pop, Zach,647315,0.0,76.9,0.0,22.9,0.2,0.0,0.0,0.0
Rodriguez, Elvin,660730,52.6,1.3,0.0,22.8,12.9,10.3,0.0,0.0
Ort, Kaleb,672391,59.7,0.2,0.0,33.3,6.8,0.0,0.0,0.0
Rainey, Tanner,663432,70.4,0.0,0.0,29.0,0.6,0.0,0.0,0.0
Castro, Miguel,612434,0.0,36.5,0.0,44.5,19.0,0.0,0.0,0.0
Garza Jr., Ralph,621248,12.6,33.3,9.9,23.0,18.9,2.3,0.0,0.0
Hernández, Jonathan,642546,1.2,42.1,0.0,36.2,20.5,0.0,0.0,0.0
Mills, Wyatt,670090,40.0,22.3,0.0,37.8,0.0,0.0,0.0,0.0
Silseth, Chase,681217,40.1,6.2,0.0,21.6,0.0,4.8,27.3,0.0
Wesneski, Hayden,669713,25.9,22.4,12.1,31.9,7.7,0.0,0.0,0.0
Anderson, Chase,502624,26.0,11.4,18.1,8.5,28.4,7.7,0.0,0.0
Wendelken, J.B.,605525,46.7,13.5,0.0,22.5,16.2,1.0,0.0,0.0
McFarland, T.J.,519008,0.0,62.8,0.0,15.2,22.0,0.0,0.0,0.0
Wittgren, Nick,621295,32.0,12.7,21.4,10.8,23.1,0.0,0.0,0.0
Ginkel, Kevin,656464,62.0,0.0,0.0,37.8,0.2,0.0,0.0,0.0
Hjelle, Sean,663546,0.8,54.2,0.0,0.0,6.5,38.4,0.0,0.0
Shreve, Chasen,592741,44.5,0.0,0.0,18.4,0.0,0.0,37.1,0.0
May, Dustin,669160,23.0,28.9,21.3,0.0,5.7,21.1,0.0,0.0
Grove, Michael,675627,51.1,0.0,0.0,20.1,0.0,28.8,0.0,0.0
Yajure, Miguel,664337,30.4,6.6,7.6,10.2,19.3,25.9,0.0,0.0
Detwiler, Ross,446321,25.5,24.8,43.5,0.0,2.8,3.4,0.0,0.0
Overton, Connor,656818,21.3,27.7,0.0,19.6,18.8,12.6,0.0,0.0
Gustave, Jandel,594311,6.7,56.9,0.0,36.5,0.0,0.0,0.0,0.0
Almonte, Yency,622075,11.6,33.9,0.0,47.9,6.7,0.0,0.0,0.0
Misiewicz, Anthony,664948,28.4,0.0,37.2,0.9,0.0,33.5,0.0,0.0
May, Trevor,543507,51.6,0.9,0.0,26.5,15.9,0.0,5.2,0.0
Uelmen, Erich,657272,31.5,30.5,0.0,29.2,8.9,0.0,0.0,0.0
Kelley, Trevor,665001,0.0,64.1,0.0,4.3,6.3,25.2,0.0,0.0
Bummer, Aaron,607481,0.0,64.1,8.1,27.1,0.7,0.0,0.0,0.0
Stout, Eric,657770,34.9,0.0,0.0,47.3,12.2,5.6,0.0,0.0
Smith, Joe,501925,30.9,41.8,0.0,27.3,0.0,0.0,0.0,0.0
De Los Santos, Yerry,660787,1.1,59.0,0.0,39.9,0.0,0.0,0.0,0.0
Poteet, Cody,547001,26.6,10.9,0.0,21.7,38.2,2.7,0.0,0.0
Vespi, Nick,663989,47.8,0.0,0.0,36.3,0.0,15.9,0.0,0.0
Young, Alex,622065,4.7,21.6,4.0,0.0,33.3,36.4,0.0,0.0
Baz, Shane,669358,40.1,0.0,0.0,37.2,8.3,14.4,0.0,0.0
Poppen, Sean,664092,0.0,62.2,0.0,34.4,3.4,0.0,0.0,0.0
Faucher, Calvin,676534,0.0,41.3,0.0,44.8,0.0,13.9,0.0,0.0
Holderman, Colin,670059,3.7,46.8,7.6,40.7,1.2,0.0,0.0,0.0
Toussaint, Touki,657053,7.2,39.7,0.0,0.0,0.0,32.9,20.2,0.0
Cisnero, José,542585,35.8,32.3,0.0,25.8,6.0,0.0,0.0,0.0
Martin, Corbin,656686,54.8,0.0,0.0,11.2,16.6,17.5,0.0,0.0
Robles, Hansel,570663,49.8,0.7,0.0,32.9,16.6,0.0,0.0,0.0
Brigham, Jeff,656257,42.5,0.0,0.0,57.5,0.0,0.0,0.0,0.0
VerHagen, Drew,572403,21.7,24.1,3.1,22.0,15.8,13.4,0.0,0.0
Rogers, Josh,642028,41.8,13.1,0.0,35.1,10.0,0.0,0.0,0.0
Sborz, Josh,622250,51.8,0.0,0.0,24.6,0.0,23.6,0.0,0.0
Merryweather, Julian,657240,51.6,0.0,0.0,34.1,9.6,4.8,0.0,0.0
Borucki, Ryan,621366,0.0,50.4,0.0,38.6,11.1,0.0,0.0,0.0
Medina, Adonis,658431,17.6,30.2,0.0,28.0,16.7,7.5,0.0,0.0
Varland, Louie,686973,47.7,0.0,18.5,19.2,14.6,0.0,0.0,0.0
Santillan, Tony,663574,49.5,0.0,0.0,50.5,0.0,0.0,0.0,0.0
Hudson, Daniel,543339,52.2,2.5,0.0,41.9,3.4,0.0,0.0,0.0
Morris, Cody,663752,44.6,0.0,31.4,0.0,17.1,6.9,0.0,0.0
Hembree, Heath,592390,52.0,0.0,0.0,44.9,0.0,3.0,0.0,0.0
Ryu, Hyun Jin,547943,41.8,0.0,13.4,0.0,23.8,21.0,0.0,0.0
Cano, Yennier,666974,2.5,40.1,0.0,27.2,30.2,0.0,0.0,0.0
Arihara, Kohei,685503,3.3,24.6,25.4,14.4,20.8,0.3,11.3,0.0
Gose, Anthony,543238,64.8,0.0,0.0,35.0,0.3,0.0,0.0,0.0
Patiño, Luis,672715,43.8,13.4,0.0,29.9,12.9,0.0,0.0,0.0
O'Day, Darren,503285,43.6,8.6,0.0,47.8,0.0,0.0,0.0,0.0
Nogosek, Stephen,668665,41.4,0.0,31.3,16.2,9.0,2.1,0.0,0.0
González, Chi Chi,592346,30.6,20.2,0.0,27.9,15.2,6.1,0.0,0.0
Kinley, Tyler,641755,46.0,1.3,0.0,52.1,0.5,0.0,0.0,0.0
Goudeau, Ashton,623485,54.9,0.0,0.0,0.0,17.1,28.0,0.0,0.0
Espinoza, Anderson,659262,77.1,0.0,0.0,21.6,1.3,0.0,0.0,0.0
Nardi, Andrew,677053,63.4,0.0,0.0,31.6,5.1,0.0,0.0,0.0
Norwood, James,656803,48.6,1.1,0.0,9.5,0.0,0.0,40.8,0.0
Seabold, Connor,657756,53.2,0.0,0.0,22.2,20.5,4.1,0.0,0.0
Jameson, Drey,686753,34.4,27.9,0.0,24.9,8.4,4.3,0.0,0.0
Thompson, Mason,666168,1.9,72.8,0.0,23.9,1.4,0.0,0.0,0.0
Paddack, Chris,663978,51.8,0.0,0.0,3.8,26.4,18.0,0.0,0.0
Ruiz, Norge,650204,44.0,0.0,0.0,38.0,18.0,0.0,0.0,0.0
Sousa, Bennett,656986,42.5,0.0,0.0,57.5,0.0,0.0,0.0,0.0
Tetreault, Jackson,676194,57.8,0.0,31.8,0.0,2.7,7.7,0.0,0.0
Tapia, Domingo,593619,25.1,43.3,0.0,15.4,16.3,0.0,0.0,0.0
Thornburg, Tyler,592804,58.0,0.0,0.0,6.6,13.8,21.5,0.0,0.0
Barnes, Jacob,606930,47.9,0.0,42.4,9.7,0.0,0.0,0.0,0.0
Sulser, Beau,676641,37.2,0.0,22.8,0.0,31.7,8.3,0.0,0.0
Frías, Luis,666818,62.4,0.0,0.0,32.6,5.1,0.0,0.0,0.0
Fairbanks, Pete,664126,61.4,0.6,0.0,38.1,0.0,0.0,0.0,0.0
Law, Derek,571882,8.0,15.3,49.4,11.6,2.8,12.8,0.0,0.0
Tinoco, Jesus,622786,4.3,43.7,0.0,40.0,0.9,11.1,0.0,0.0
Hunter, Tommy,488984,3.2,35.8,47.0,0.0,0.0,14.0,0.0,0.0
Cleavinger, Garrett,664076,38.0,16.1,0.0,41.5,0.0,4.3,0.0,0.0
Feyereisen, J.P.,656420,44.5,0.0,0.0,29.1,26.5,0.0,0.0,0.0
Bruihl, Justin,677865,0.0,15.5,64.5,19.9,0.0,0.0,0.0,0.0
Smith, Chad,663385,0.0,66.2,0.0,31.8,2.1,0.0,0.0,0.0
Romo, Sergio,489265,3.6,32.8,0.0,50.4,13.1,0.0,0.0,0.0
Chargois, JT,608638,3.0,58.7,0.0,38.3,0.0,0.0,0.0,0.0
Fernández, Junior,658551,12.6,42.0,0.0,35.1,10.2,0.0,0.0,0.0
Bolaños, Ronald,671790,21.1,33.4,0.0,30.1,4.8,10.5,0.0,0.0
Guerra, Javy,642770,15.5,55.2,0.0,29.4,0.0,0.0,0.0,0.0
Widener, Taylor,642203,67.8,0.0,0.6,20.1,10.3,1.2,0.0,0.0
DeSclafani, Anthony,543101,13.7,28.9,0.0,38.6,5.8,13.1,0.0,0.0
Kolarek, Adam,592473,5.6,62.4,0.0,16.3,15.7,0.0,0.0,0.0
Garcia, Bryan,650530,0.0,49.2,0.0,23.7,27.1,0.0,0.0,0.0
Kowar, Jackson,663804,46.6,0.0,0.0,10.6,42.8,0.0,0.0,0.0
Brown, Hunter,686613,52.4,0.6,0.0,13.3,0.0,31.4,2.3,0.0
Peguero, Elvis,665625,0.0,37.3,0.0,62.7,0.0,0.0,0.0,0.0
Reed, Jake,596082,6.8,46.9,0.0,44.0,2.3,0.0,0.0,0.0
Llovera, Mauricio,661440,1.6,42.8,0.0,55.6,0.0,0.0,0.0,0.0
Taylor, Blake,642130,74.1,0.0,0.0,25.9,0.0,0.0,0.0,0.0
Bradley, Archie,605151,29.5,27.5,0.0,0.0,15.7,27.2,0.0,0.0
Mills, Alec,621219,22.5,37.4,0.0,12.9,18.5,8.6,0.0,0.0
Allard, Kolby,663465,53.2,0.0,22.1,0.0,19.4,5.4,0.0,0.0
Lemoine, Jacob,621082,10.4,57.4,0.0,24.8,7.4,0.0,0.0,0.0
Speier, Gabe,642100,24.5,31.2,0.0,40.9,3.4,0.0,0.0,0.0
Lawrence, Casey,596271,21.9,11.1,2.0,30.3,28.6,6.1,0.0,0.0
Selman, Sam,572125,48.1,4.7,0.0,47.1,0.0,0.0,0.0,0.0
Yacabonis, Jimmy,642231,0.0,59.2,0.0,37.3,3.4,0.0,0.0,0.0
Uceta, Edwin,670955,1.0,54.1,0.0,0.3,27.1,17.5,0.0,0.0
Szapucki, Thomas,663378,60.8,0.0,0.0,0.0,4.5,34.7,0.0,0.0
Valdez, Phillips,570488,0.0,44.9,0.0,9.1,46.0,0.0,0.0,0.0
Steckenrider, Drew,608716,65.0,0.0,0.0,3.1,23.4,8.4,0.0,0.0
Farrell, Luke,608652,48.4,0.0,0.0,37.2,2.8,11.6,0.0,0.0
Perdomo, Luis,606131,0.0,56.1,0.0,27.7,0.0,0.0,16.1,0.0
Dugger, Robert,667498,22.5,20.8,0.0,19.4,18.7,18.7,0.0,0.0
Johnson, Pierce,572955,38.6,0.0,0.0,0.0,0.0,61.4,0.0,0.0
Crick, Kyle,605195,4.3,38.4,0.0,57.3,0.0,0.0,0.0,0.0
Grimm, Justin,518748,41.2,0.0,0.0,37.9,0.0,20.9,0.0,0.0
Ortiz, Luis,682847,57.8,0.0,0.0,37.1,5.1,0.0,0.0,0.0
Bender, Anthony,669622,1.8,59.5,0.0,33.2,5.5,0.0,0.0,0.0
Alvarez, Jose,501625,4.0,50.9,0.0,9.9,35.2,0.0,0.0,0.0
Whitley, Kodi,676831,49.3,0.0,0.0,16.5,34.2,0.0,0.0,0.0
Beasley, Jeremy,676886,61.3,0.0,0.0,28.0,0.0,0.0,10.7,0.0
Romero, JoJo,668941,21.8,25.8,1.5,21.4,29.5,0.0,0.0,0.0
Hall, DL,669084,52.0,0.0,0.0,21.6,20.4,5.9,0.0,0.0
Cousins, Jake,664776,0.0,43.1,0.0,56.2,0.7,0.0,0.0,0.0
Hoeing, Bryan,663773,0.0,70.8,0.0,11.2,10.5,7.5,0.0,0.0
Warren, Austin,681810,30.8,22.9,0.0,41.7,4.5,0.0,0.0,0.0
Marte, Jose,665896,41.1,9.4,48.3,0.8,0.4,0.0,0.0,0.0
Gillaspie, Logan,670810,48.1,0.0,0.0,21.0,21.8,9.2,0.0,0.0
Castro, Anthony,621593,39.6,9.6,0.0,48.5,2.3,0.0,0.0,0.0
Cruz, Fernando,518585,24.2,1.9,0.0,44.6,0.0,0.0,29.2,0.0
Scott, Tayler,605463,14.9,27.1,0.0,56.5,1.6,0.0,0.0,0.0
Nelson, Ryne,669194,69.6,0.0,0.0,11.1,6.3,13.0,0.0,0.0
Zeuch, T.J.,643615,3.6,40.0,16.0,27.6,12.8,0.0,0.0,0.0
