"","playerID","Player","G","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","IBB","HBP","SH","SF","GIDP","PrimaryTeam","PrimaryLg","gold_glove","lou_gehrig_memorial_award","most_valuable_player","tsn_all_star","tsn_player_of_the_year","hutch_award","silver_slugger","hank_aaron_award","rookie_of_the_year","tsn_major_league_player_of_the_year","alcs_mvp","all_star_game_mvp","babe_ruth_award","nlcs_mvp","roberto_clemente_award","world_series_mvp","comeback_player_of_the_year","branch_rickey_award","triple_crown","outstanding_dh_award","wein","AVG","OBP","1B","SLG","Steroids","x","y"
"95","chancfr01","Frank Chance",1288,4299,798,1274,200,79,20,596,403,NA,556,320,NA,137,111,NA,NA,"CHN","NL",0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"1",0.296,0.385,975,0.394,0,-21.1381515053116,-12.6186764339287
"96","chapmra01","Ray Chapman",1051,3785,671,1053,162,81,17,364,233,NA,452,NA,NA,19,334,NA,NA,"CLE","AL",0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.278,0.332,793,0.377,0,-11.6895088437053,6.25228689033877
"97","chaseha01","Hal Chase",1919,7417,980,2158,322,124,57,941,363,NA,276,NA,NA,30,216,NA,NA,"NYA","AL",0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.291,0.31,1655,0.391,0,-21.1490516488322,5.65181519894905
"98","chaveer01","Eric Chavez",1615,5518,816,1477,318,24,260,902,50,17,639,1079,77,15,0,55,132,"OAK","AL",6,0,0,1,0,0,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.268,0.342,875,0.475,0,19.5904251070818,-10.5932579008156
"99","clarkfr01","Fred Clarke",2246,8584,1622,2678,361,220,67,1015,509,NA,875,511,NA,154,225,NA,NA,"PIT","NL",0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"1",0.312,0.377,2030,0.429,0,-28.2640478797077,10.1721300196542
"100","clarkja01","Jack Clark",1994,6847,1118,1826,332,39,340,1180,77,61,1262,1441,127,24,9,83,174,"SFN","NL",0,0,0,2,0,0,2,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.267,0.378,1115,0.476,0,15.8652503027706,13.7903093754741
"101","clarkwi02","Will Clark",1976,7173,1186,2176,440,47,284,1205,67,48,937,1190,155,59,13,101,100,"SFN","NL",1,0,0,3,0,0,2,0,"0",0,0,0,0,1,0,0,0,0,0,0,"0",0.303,0.383,1405,0.497,0,32.7078013514886,-42.2753604576084
"102","clemero01","Roberto Clemente",2433,9454,1416,3000,440,166,240,1305,83,46,621,1230,167,35,36,66,275,"PIT","NL",12,0,1,5,1,0,0,0,"0",0,0,0,1,0,0,1,0,0,0,0,"1",0.317,0.358,2154,0.475,0,16.4679833575158,-19.3153419566308
"103","cobbty01","Ty Cobb",3035,11436,2247,4189,724,295,117,1944,896,NA,1249,NA,NA,94,292,NA,NA,"DET","AL",0,0,1,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,1,0,"1",0.366,0.423,3053,0.512,0,-36.0689293374864,-10.9440357735542
"104","cochrmi01","Mickey Cochrane",1482,5169,1041,1652,333,64,119,832,64,46,857,217,NA,29,151,NA,NA,"PHA","AL",0,0,2,7,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"1",0.32,0.409,1136,0.478,0,-31.1031981965073,23.3717072142686
"105","colavro01","Rocky Colavito",1841,6503,971,1730,283,21,374,1159,19,27,951,880,58,29,16,60,182,"CLE","AL",0,0,0,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.266,0.359,1052,0.489,0,7.81683611944414,12.0480450869377
"106","colemvi01","Vince Coleman",1371,5406,849,1425,176,89,28,346,752,177,477,960,12,15,48,24,45,"SLN","NL",0,0,0,0,0,0,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,"0",0.264,0.321,1132,0.345,0,-1.04550704608523,27.1686308995412
"107","collied01","Eddie Collins",2826,9949,1821,3315,438,187,47,1300,741,NA,1499,NA,NA,77,512,NA,NA,"PHA","AL",0,0,1,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"1",0.333,0.406,2643,0.429,0,-40.7670260455901,7.46247731988734
"108","combsea01","Earle Combs",1455,5746,1186,1866,309,154,58,632,96,71,670,278,NA,17,74,NA,NA,"NYA","AL",0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"1",0.325,0.392,1345,0.462,0,-18.8671044162626,13.7898418726523
"109","conceda01","Dave Concepcion",2488,8723,993,2326,389,48,101,950,321,109,736,1186,93,21,74,86,266,"CIN","NL",5,0,0,3,0,0,2,0,"0",0,0,1,0,0,0,0,0,0,0,0,"0",0.267,0.32,1788,0.357,0,6.32024703445907,42.0810553640195
"110","coninje01","Jeff Conine",2024,6957,870,1982,385,36,214,1071,54,29,671,1168,46,41,9,103,182,"FLO","NL",0,0,0,0,0,0,0,0,"0",0,0,1,0,0,0,0,0,0,0,0,"0",0.285,0.346,1347,0.443,0,3.7665906646441,42.9662269098157
"111","coopece01","Cecil Cooper",1896,7349,1012,2192,415,47,241,1125,89,49,448,911,79,17,46,79,150,"ML4","AL",2,0,0,4,0,0,3,0,"0",0,0,0,0,0,1,0,0,0,0,0,"0",0.298,0.335,1489,0.466,0,32.8265439380281,2.75313493341023
"112","coopewa01","Walker Cooper",1473,4702,573,1341,240,40,173,812,18,NA,309,357,NA,22,44,NA,160,"SLN","NL",0,0,0,3,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.285,0.329,888,0.464,0,-1.92164141967564,-6.21664247819157
"113","cramedo01","Doc Cramer",2239,9140,1357,2705,396,109,37,842,62,73,572,345,NA,41,180,NA,NA,"DET","AL",0,0,0,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.296,0.334,2163,0.375,0,-14.0506503666407,26.0292495531981
"114","crandde01","Del Crandall",1573,5026,585,1276,179,18,179,657,26,NA,424,477,NA,21,68,NA,162,"ML1","NL",4,0,0,3,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.254,0.311,900,0.404,0,-4.09686757745083,-7.10845675218611
"115","cravaga01","Gavvy Cravath",1220,3951,575,1134,232,83,119,719,89,NA,561,578,NA,28,105,NA,NA,"PHI","NL",0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.287,0.371,700,0.478,0,-17.1299479263077,-1.78748124305093
"116","crawfca02","Carl Crawford",1716,6655,998,1931,309,123,136,766,480,109,377,1067,24,47,34,48,79,"TBA","AL",1,0,0,0,0,0,1,0,"0",0,0,1,0,0,0,0,0,0,0,0,"0",0.29,0.329,1363,0.435,0,-1.17271735081178,39.9227354585198
"117","crawfsa01","Sam Crawford",2517,9570,1391,2961,458,309,97,1519,366,NA,760,NA,NA,23,241,NA,NA,"DET","AL",0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"1",0.309,0.353,2097,0.452,0,-33.7241477176481,2.82335545916718
"118","crigelo01","Lou Criger",1012,3202,337,709,86,50,11,342,58,NA,309,NA,NA,23,85,NA,NA,"BOS","AL",0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.221,0.288,562,0.29,0,-14.7712859349189,-4.33142941733916
"119","cronijo01","Joe Cronin",2124,7579,1233,2285,515,118,170,1424,87,NA,1059,700,NA,34,166,NA,NA,"BOS","AL",0,0,0,7,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"1",0.301,0.382,1482,0.468,0,-27.4301706243596,28.9248766144659
"120","cruzjo01","Jose Cruz",2353,7917,1036,2251,391,94,165,1077,317,136,898,1031,142,7,27,82,119,"HOU","NL",0,0,0,1,0,0,2,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.284,0.353,1601,0.42,0,-8.19505141776405,-19.1888142426764
"121","cuccito01","Tony Cuccinello",1704,6184,730,1729,334,46,94,884,42,NA,579,497,NA,18,96,NA,NA,"BSN","NL",0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.28,0.338,1255,0.394,0,-20.4716750521648,0.901748151874175
"122","cuddymi01","Michael Cuddyer",1536,5488,809,1522,333,42,197,794,75,22,527,1101,36,49,4,34,183,"MIN","AL",0,0,0,0,0,0,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.277,0.344,950,0.461,0,6.50371231271654,1.93743808620381
"123","cuyleki01","Kiki Cuyler",1879,7161,1305,2299,394,157,128,1065,328,NA,676,752,NA,85,176,NA,NA,"CHN","NL",0,0,0,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"1",0.321,0.378,1620,0.474,0,-26.5503522993708,9.97570297572277
"124","damonjo01","Johnny Damon",2490,9736,1668,2769,522,109,235,1139,408,103,1003,1257,38,50,57,71,93,"KCA","AL",0,0,0,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.284,0.35,1903,0.433,0,-9.22567335882377,25.1466587131613
"125","danniha01","Harry Danning",890,2971,363,847,162,26,57,397,13,NA,187,217,NA,14,22,NA,94,"NY1","NL",0,0,0,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.285,0.328,602,0.415,0,-10.4780682242319,1.44427483028081
"126","darkal01","Al Dark",1828,7219,1064,2089,358,72,126,757,59,NA,430,534,NA,54,95,NA,134,"NY1","NL",0,1,0,1,0,0,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,"0",0.289,0.33,1533,0.411,0,36.2985523839403,22.5172828186208
"127","daubeja01","Jake Daubert",2014,7673,1117,2326,250,165,56,722,251,NA,623,489,NA,54,392,NA,NA,"BRO","NL",0,0,1,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.303,0.344,1855,0.401,0,-35.9191252504949,6.957549245451
"128","daultda01","Darren Daulton",1161,3630,511,891,197,25,137,588,50,10,629,726,58,24,12,41,35,"PHI","NL",0,0,0,1,0,0,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.245,0.356,532,0.427,0,-15.2487757750754,-0.518843114834275
"129","davalvi01","Vic Davalillo",1458,4017,510,1122,160,37,36,329,125,58,212,422,29,10,32,25,43,"CLE","AL",1,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.279,0.313,889,0.364,0,-3.67819967626252,-24.7067418840333
"130","daviser01","Eric Davis",1626,5321,938,1430,239,26,282,934,349,66,740,1398,59,33,3,50,112,"CIN","NL",3,0,0,2,0,1,2,0,"0",0,0,0,0,0,1,0,0,0,0,0,"0",0.269,0.358,883,0.482,0,9.77371145606304,-28.6705718808522
"131","davisto02","Tommy Davis",1999,7223,811,2121,272,35,153,1052,136,59,381,754,66,32,35,68,219,"LAN","NL",0,0,0,3,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.294,0.327,1661,0.405,0,-27.8535025724293,-8.22318858933941
"132","dawsoan01","Andre Dawson",2627,9927,1373,2774,503,98,438,1591,314,109,589,1509,143,111,24,118,217,"MON","NL",8,0,1,3,2,1,4,0,"1",0,0,0,0,0,0,0,0,0,0,0,"1",0.279,0.323,1735,0.482,0,17.3044946287171,-26.6587245753855
"133","decindo01","Doug DeCinces",1649,5809,778,1505,312,29,237,879,58,48,618,904,57,21,22,64,176,"BAL","AL",0,0,0,1,0,0,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.259,0.328,927,0.445,0,6.68770898620205,4.07050342452275
"134","delgaca01","Carlos Delgado",2035,7283,1241,2038,483,18,473,1512,14,8,1109,1745,186,172,0,93,152,"TOR","AL",0,0,0,2,0,0,3,1,"0",1,0,0,0,0,1,0,0,0,0,0,"0",0.28,0.383,1064,0.546,0,31.9469283401119,6.93977684278778
"135","dempsri01","Rick Dempsey",1766,4692,525,1093,223,12,96,471,20,19,592,736,13,18,63,42,131,"BAL","AL",0,0,0,0,0,0,0,0,"0",0,0,0,1,0,0,1,0,0,0,0,"0",0.233,0.315,762,0.347,0,27.9206408008296,-27.0920716957232
"136","dentbu01","Bucky Dent",1392,4512,451,1114,169,23,40,423,17,29,328,349,9,15,121,49,79,"NYA","AL",0,0,0,0,0,0,0,0,"0",0,0,0,1,0,0,1,0,0,0,0,"0",0.247,0.29,882,0.321,0,29.1902575036789,-26.3056675844056
"137","dickebi01","Bill Dickey",1789,6300,930,1969,343,72,202,1209,37,29,678,289,NA,31,51,NA,NA,"NYA","AL",0,0,0,6,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"1",0.313,0.379,1352,0.486,0,-25.7373907885414,29.3582564900706
"138","dimagdo01","Dom DiMaggio",1399,5640,1046,1680,308,57,87,618,100,62,750,571,NA,31,57,NA,107,"BOS","AL",0,0,0,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.298,0.38,1228,0.419,0,-13.6572677808058,17.2481398977785
"139","dimagjo01","Joe DiMaggio",1736,6821,1390,2214,389,131,361,1537,30,9,790,369,NA,46,14,NA,NA,"NYA","AL",0,0,3,8,0,0,0,0,"0",1,0,0,0,0,0,0,0,0,0,0,"1",0.325,0.398,1333,0.579,0,-34.7969154523339,21.0739623254442
"140","dobyla01","Larry Doby",1533,5348,960,1515,243,52,253,970,47,36,871,1011,NA,38,20,NA,97,"CLE","AL",0,0,0,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"1",0.283,0.386,967,0.49,0,2.29572676731891,11.3529038468332
"141","doerrbo01","Bobby Doerr",1865,7093,1094,2042,381,89,223,1247,54,64,809,608,NA,11,115,NA,NA,"BOS","AL",0,0,0,2,1,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"1",0.288,0.357,1349,0.461,0,8.0572787771814,31.5287093266905
"142","donlimi01","Mike Donlin",1049,3854,669,1282,176,97,51,543,213,NA,312,311,NA,20,96,NA,NA,"NY1","NL",0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.333,0.377,958,0.468,0,-9.89547478093727,4.11819448353734
"143","dooinre01","Red Dooin",1290,4004,333,961,139,31,10,344,133,NA,155,328,NA,20,92,NA,NA,"PHI","NL",0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.24,0.266,781,0.298,0,-7.95401498240625,-6.57930257123701
"144","doylela01","Larry Doyle",1766,6509,960,1887,299,123,74,793,298,NA,625,378,NA,53,195,NA,NA,"NY1","NL",0,0,1,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.29,0.347,1391,0.408,0,-33.6164247775139,9.17976325003918
"145","drewjd01","J. D. Drew",1566,5173,944,1437,273,48,242,795,87,37,862,1137,52,55,19,44,84,"SLN","NL",0,0,0,1,0,0,0,0,"0",0,0,1,0,0,0,0,0,0,0,0,"0",0.278,0.383,874,0.489,0,-0.173943586795639,42.963737100227
"146","dropowa01","Walt Dropo",1288,4124,478,1113,168,22,152,704,5,6,328,582,NA,24,22,NA,166,"BOS","AL",0,0,0,1,0,0,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,"0",0.27,0.326,771,0.432,0,-3.00199574920706,-4.71387952703639
"147","duffyhu01","Hugh Duffy",1737,7044,1554,2293,325,119,106,1302,574,NA,664,268,NA,29,NA,NA,NA,"BSN","NL",0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,1,0,"1",0.326,0.386,1743,0.451,0,-33.5310864947346,-10.8654841314837
"148","duganjo01","Joe Dugan",1447,5410,665,1516,277,46,42,571,37,NA,250,419,NA,42,177,NA,NA,"NYA","AL",0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.28,0.308,1151,0.372,0,-6.34335745619517,11.1078787459745
"149","dunstsh01","Shawon Dunston",1814,5927,736,1597,292,62,150,668,212,82,203,1000,44,41,56,49,98,"CHN","NL",0,0,0,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.269,0.293,1093,0.416,0,1.70750773849264,-10.8474695716593
"150","dyeje01","Jermaine Dye",1763,6487,984,1779,363,25,325,1072,46,26,597,1308,40,63,2,65,184,"CHA","AL",1,0,0,1,0,0,1,0,"0",0,0,0,1,0,0,1,0,0,0,0,"0",0.274,0.338,1066,0.488,0,30.1781528726295,-24.9607494473651
"151","dykesji01","Jimmy Dykes",2282,8046,1108,2256,453,90,108,1071,70,NA,958,850,NA,115,228,NA,NA,"PHA","AL",0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.28,0.356,1605,0.399,0,-24.5097739772513,-3.74419438500654
"152","dykstle01","Lenny Dykstra",1278,4559,802,1298,281,43,81,404,285,72,640,503,50,31,25,27,39,"PHI","NL",0,0,0,1,0,0,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.285,0.373,893,0.419,1,45.46080787864,-2.5158586698886
"153","eckstda01","David Eckstein",1311,5041,701,1414,232,20,35,392,123,45,376,418,3,143,106,39,88,"ANA","NL",0,0,0,0,0,0,0,0,"0",0,0,0,1,0,0,1,0,0,0,0,"0",0.28,0.339,1127,0.355,0,31.9925902484803,-26.1464976327245
"154","edmonji01","Jim Edmonds",2011,6858,1251,1949,437,25,393,1199,67,50,998,1729,91,49,10,65,122,"SLN","NL",8,0,0,2,0,0,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.284,0.375,1094,0.527,0,20.4075144470914,-9.1349359315116
"155","edwarjo01","Johnny Edwards",1470,4577,430,1106,202,32,81,524,15,23,465,635,118,16,31,43,77,"CIN","NL",2,0,0,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.242,0.309,791,0.353,0,-8.82135165090656,-8.83200179889953
"156","elliobo01","Bob Elliott",1978,7141,1064,2061,382,94,170,1195,60,NA,967,604,NA,16,66,NA,187,"PIT","NL",0,0,1,2,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.289,0.372,1415,0.44,0,-23.1099280435085,1.99934409757062
"157","ennisde01","Del Ennis",1903,7254,985,2063,358,69,288,1284,45,NA,597,719,NA,31,20,NA,212,"PHI","NL",0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.284,0.341,1348,0.472,0,5.28071486161576,13.5095629124061
"158","erstada01","Darin Erstad",1654,6024,913,1697,316,33,124,699,179,58,475,939,46,37,36,43,87,"ANA","AL",3,0,0,1,0,0,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.282,0.334,1224,0.407,0,-4.61794428567111,11.4257455182942
"159","evansda01","Darrell Evans",2687,8973,1344,2223,329,36,414,1354,98,68,1605,1410,141,35,34,90,133,"ATL","NL",0,0,0,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.248,0.36,1444,0.431,0,12.2161020718495,15.4265320415984
"160","evansdw01","Dwight Evans",2606,8996,1470,2446,483,73,385,1384,78,59,1391,1697,60,53,52,77,227,"BOS","AL",8,0,0,3,0,0,2,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.272,0.368,1505,0.47,0,21.9734835813226,-9.69890873015068
"161","eversjo01","Johnny Evers",1784,6137,919,1659,216,70,12,538,324,NA,778,293,NA,39,256,NA,NA,"CHN","NL",0,0,1,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"1",0.27,0.343,1361,0.334,0,-24.8879056249576,20.2921665094645
"162","fernato01","Tony Fernandez",2158,7911,1057,2276,414,92,94,844,246,138,690,784,48,64,67,61,161,"TOR","AL",4,0,0,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.288,0.345,1676,0.399,0,13.777805500982,-10.0421422087269
"163","fieldce01","Cecil Fielder",1470,5157,744,1313,200,7,319,1008,2,6,693,1316,76,43,0,46,169,"DET","AL",0,0,0,2,1,0,2,0,"0",0,0,0,1,0,0,0,0,0,0,0,"0",0.255,0.345,787,0.482,0,-19.5221815928138,-40.7088781784357
"164","fieldpr01","Prince Fielder",1611,5821,862,1645,321,10,319,1028,18,11,847,1155,164,124,0,61,158,"MIL","NL",0,0,0,1,0,0,3,1,"0",0,0,1,0,0,0,0,1,0,0,0,"0",0.283,0.382,995,0.506,0,-42.9275735636587,-35.7659068968894
"165","finlest01","Steve Finley",2583,9397,1443,2548,449,124,304,1167,320,118,844,1299,69,53,91,75,152,"ARI","NL",5,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.271,0.329,1671,0.442,0,24.8439675996887,-1.43419632357112
"166","fiskca01","Carlton Fisk",2499,8756,1276,2356,421,47,376,1330,128,58,849,1386,105,143,26,79,204,"CHA","AL",1,0,0,5,0,0,3,0,"1",0,0,0,0,0,0,0,0,0,0,0,"1",0.269,0.34,1512,0.457,0,19.6150908021585,6.84565348929889
"167","floodcu01","Curt Flood",1759,6357,851,1861,271,44,85,636,88,73,444,609,22,52,72,33,117,"SLN","NL",7,0,0,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.293,0.339,1461,0.389,0,18.2911888385793,-17.805407714673
"168","fonsele01","Lew Fonseca",937,3404,518,1075,203,50,31,485,64,36,186,199,NA,23,111,NA,NA,"CLE","AL",0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.316,0.345,791,0.432,0,-12.2781289818105,3.83590173852916
"169","fostege01","George Foster",1977,7023,986,1925,307,47,348,1239,51,31,666,1419,106,52,3,68,196,"CIN","NL",0,0,1,4,2,0,1,0,"0",0,0,1,0,0,0,0,0,0,0,0,"0",0.274,0.338,1223,0.48,0,7.14512902914209,37.7025460086043
"170","foxne01","Nellie Fox",2367,9232,1279,2663,355,112,35,790,76,80,719,216,NA,142,208,NA,175,"CHA","AL",3,0,1,4,1,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"1",0.288,0.342,2161,0.363,0,-5.73469526193389,15.8105387457576
"171","foxxji01","Jimmie Foxx",2317,8134,1751,2646,458,125,534,1922,87,NA,1452,1311,NA,13,71,NA,NA,"PHA","AL",0,0,3,5,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,1,0,"1",0.325,0.425,1529,0.609,0,-32.9356027041762,-18.2964263464769
"172","freehbi01","Bill Freehan",1774,6073,706,1591,241,35,200,758,24,21,626,753,67,114,38,48,138,"DET","AL",5,0,0,4,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.262,0.338,1115,0.412,0,11.9523534770442,-14.1312318256928
"173","fregoji01","Jim Fregosi",1902,6523,844,1726,264,78,151,706,76,40,715,1097,48,32,79,53,125,"CAL","AL",1,0,0,2,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.265,0.334,1233,0.398,0,-6.77448465857644,-14.3409114959624
"174","friscfr01","Frankie Frisch",2311,9112,1532,2880,466,138,105,1244,419,NA,728,272,NA,31,229,NA,NA,"SLN","NL",0,0,1,2,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"1",0.316,0.36,2171,0.432,0,-28.1591472624214,15.9427005713261
"175","frymatr01","Travis Fryman",1698,6481,895,1776,345,40,223,1022,72,38,602,1369,19,41,15,78,154,"DET","AL",1,0,0,3,0,0,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.274,0.335,1168,0.443,0,1.82943862814393,5.71103370764141
"176","furcara01","Rafael Furcal",1614,6477,1063,1817,311,69,113,587,314,94,643,910,24,22,55,39,84,"ATL","NL",0,0,0,0,0,0,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,"0",0.281,0.343,1324,0.402,0,-8.17769321349877,23.2432294763361
"177","furilca01","Carl Furillo",1806,6378,895,1910,324,56,192,1058,48,NA,514,436,NA,47,59,NA,207,"BRO","NL",0,0,0,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.299,0.353,1338,0.458,0,1.27275909031006,-5.28871524584878
"178","gaettga01","Gary Gaetti",2507,8951,1130,2280,443,39,360,1341,96,65,634,1602,57,96,32,104,236,"MIN","AL",4,0,0,0,0,0,1,0,"0",0,1,0,0,0,0,0,0,0,0,0,"0",0.255,0.307,1438,0.434,0,-50.7662057270419,-16.983472046339
"179","galaran01","Andres Galarraga",2257,8096,1195,2333,444,32,399,1425,128,81,583,2003,106,178,1,58,179,"MON","NL",2,0,0,0,0,0,2,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.288,0.347,1458,0.499,0,8.56668346296885,-8.62293114542271
"180","gantro01","Ron Gant",1832,6449,1080,1651,302,50,321,1008,243,102,770,1411,38,32,12,57,98,"ATL","NL",0,0,0,1,0,0,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.256,0.335,978,0.468,0,15.2929254885009,7.42520732188652
"181","garcino01","Nomar Garciaparra",1434,5586,927,1747,370,52,229,936,95,31,403,554,54,59,5,63,129,"BOS","AL",0,0,0,2,0,0,1,0,"1",0,0,0,0,0,0,0,1,0,0,0,"0",0.313,0.361,1096,0.521,0,-41.5702634879889,-37.782228779478
"182","garvest01","Steve Garvey",2332,8835,1143,2599,440,43,272,1308,83,62,479,1003,113,29,33,90,251,"LAN","NL",4,1,1,4,0,0,0,0,"0",0,0,2,0,2,1,0,0,0,0,0,"0",0.294,0.328,1844,0.446,0,30.2704220491847,-43.3781434701502
"183","gehrich01","Charlie Gehringer",2323,8860,1774,2839,574,146,184,1427,181,89,1186,372,NA,50,141,NA,NA,"DET","AL",0,0,1,6,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"1",0.32,0.398,1935,0.48,0,-29.443252340086,23.1871337901863
"184","gehrilo01","Lou Gehrig",2164,8001,1888,2721,534,163,493,1995,102,101,1508,790,NA,45,106,NA,NA,"NYA","AL",0,0,2,6,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,1,0,"1",0.34,0.442,1531,0.632,0,-33.0260168067694,-18.0640678510511
"185","geronce01","Cesar Geronimo",1522,3780,460,977,161,50,51,392,82,40,354,746,83,31,39,25,68,"CIN","NL",4,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.258,0.322,715,0.368,0,-2.38069741055037,-24.9701120169145
"186","giambja01","Jason Giambi",2260,7267,1227,2010,405,9,440,1441,20,12,1366,1572,97,180,2,93,166,"OAK","AL",0,0,1,1,0,1,2,0,"0",0,0,0,0,0,0,0,1,0,0,0,"0",0.277,0.399,1156,0.516,1,-39.955337957367,-36.077756328377
"187","gibsoki01","Kirk Gibson",1635,5798,985,1553,260,54,255,870,284,78,718,1285,72,61,23,56,72,"DET","AL",0,0,1,0,0,0,1,0,"0",0,1,0,0,0,0,0,0,0,0,0,"0",0.268,0.35,984,0.463,0,-48.3922869270339,-16.4845243920793
"188","glaustr01","Troy Glaus",1537,5410,889,1375,293,10,320,950,56,29,854,1377,40,46,0,45,138,"ANA","AL",0,0,0,1,0,0,2,0,"0",0,0,0,1,0,0,1,0,0,0,0,"0",0.254,0.358,752,0.489,1,31.4502240374403,-22.7421754769928
"189","gonzaju03","Juan Gonzalez",1689,6556,1061,1936,388,25,434,1404,26,19,457,1273,74,62,2,78,184,"TEX","AL",0,0,2,4,0,0,6,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.295,0.343,1089,0.561,1,48.2704117885924,4.08638644119584
"190","gonzalu01","Luis Gonzalez",2591,9157,1412,2591,596,68,354,1439,128,87,1155,1218,150,111,10,98,212,"ARI","NL",0,0,0,1,0,0,1,0,"0",0,0,0,0,0,0,0,0,1,0,0,"0",0.283,0.366,1573,0.479,0,-26.3464191483147,-32.9383564901936
