last_name, first_name,pitcher,n_ff,n_si,n_fc,n_sl,n_ch,n_cu,n_fs,n_kn
Harris, Will,501789,1.1,0.0,76.5,0.0,0.0,22.3,0.0,0.0
Duffey, Tyler,608648,44.1,2.0,0.0,0.0,0.0,53.9,0.0,0.0
Hill, Tim,657612,44.0,46.0,0.0,10.1,0.0,0.0,0.0,0.0
Sadler, Casey,594987,0.3,35.1,23.0,0.0,4.6,37.1,0.0,0.0
González, Chi Chi,592346,45.2,13.3,15.6,5.5,13.5,6.9,0.0,0.0
Herget, Jimmy,623474,43.5,11.2,0.0,32.6,3.5,9.2,0.0,0.0
Kremer, Dean,665152,39.6,11.6,19.1,0.0,2.6,27.2,0.0,0.0
Webb, Tyler,643778,39.3,20.5,0.0,0.0,23.7,16.5,0.0,0.0
Scott, Tanner,656945,59.4,1.7,0.0,38.8,0.0,0.0,0.0,0.0
Wilson, Justin,458677,57.7,1.4,37.4,3.5,0.0,0.0,0.0,0.0
Kintzler, Brandon,445213,1.5,74.9,0.0,10.5,13.1,0.0,0.0,0.0
Farmer, Buck,571656,52.8,0.0,0.0,14.7,32.6,0.0,0.0,0.0
Loup, Aaron,571901,0.0,49.9,31.1,0.0,8.8,10.3,0.0,0.0
Taylor, Blake,642130,76.5,0.0,0.0,22.6,0.9,0.0,0.0,0.0
James, Josh,657624,57.6,0.0,0.0,23.5,13.8,5.0,0.0,0.0
Ginkel, Kevin,656464,59.7,0.0,0.0,39.4,0.9,0.0,0.0,0.0
Jeffress, Jeremy,502026,11.5,31.5,0.0,0.0,0.0,25.0,32.1,0.0
Fry, Jace,605240,10.0,28.6,39.5,0.0,4.4,17.4,0.0,0.0
Ottavino, Adam,493603,0.3,44.5,4.4,46.9,3.8,0.0,0.0,0.0
Raley, Brooks,548384,11.9,11.3,45.5,17.3,3.3,10.7,0.0,0.0
Ramirez, Noé,598287,36.0,0.0,0.0,0.0,33.0,31.0,0.0,0.0
Sneed, Cy,605482,0.0,0.0,69.6,14.0,1.5,14.9,0.0,0.0
Underwood Jr., Duane,621249,43.0,3.3,0.0,0.9,28.4,24.5,0.0,0.0
Chatwood, Tyler,543022,7.5,43.8,30.0,0.0,5.1,13.5,0.0,0.0
Garcia, Bryan,650530,4.2,59.9,0.0,22.0,13.9,0.0,0.0,0.0
McGee, Jake,459429,96.4,0.6,0.0,3.0,0.0,0.0,0.0,0.0
McFarland, T.J.,519008,0.0,59.8,0.0,23.6,16.6,0.0,0.0,0.0
Claudio, Alex,592222,4.8,34.4,0.0,22.7,38.1,0.0,0.0,0.0
Graveman, Kendall,608665,8.5,56.5,6.7,3.0,19.8,5.5,0.0,0.0
Misiewicz, Anthony,664948,24.1,0.0,52.7,0.0,0.0,23.2,0.0,0.0
Pearson, Nate,663878,50.6,0.0,0.0,36.1,6.8,6.5,0.0,0.0
Pomeranz, Drew,519141,79.6,0.0,0.0,0.0,0.0,20.4,0.0,0.0
Vincent, Nick,543883,47.7,5.6,34.7,4.0,8.0,0.0,0.0,0.0
Melancon, Mark,453343,2.8,0.0,55.1,0.0,0.0,39.0,3.1,0.0
Beeks, Jalen,656222,42.1,0.0,14.2,0.0,43.7,0.0,0.0,0.0
Borucki, Ryan,621366,0.0,47.8,0.0,37.9,14.3,0.0,0.0,0.0
Morejon, Adrian,670970,56.2,0.0,0.0,12.4,17.4,14.0,0.0,0.0
Castillo, Diego,650895,2.8,32.5,0.0,64.7,0.0,0.0,0.0,0.0
Funkhouser, Kyle,608335,28.5,33.2,0.0,31.3,6.9,0.0,0.0,0.0
Robles, Hansel,570663,45.4,6.3,0.0,12.0,36.3,0.0,0.0,0.0
Petit, Yusmeiro,433589,42.5,0.0,28.6,0.0,18.1,10.8,0.0,0.0
Parker, Blake,453284,41.3,0.0,0.0,0.0,0.0,16.5,42.2,0.0
Wilson, Bryse,669060,47.0,17.3,0.0,17.9,11.5,6.4,0.0,0.0
Detwiler, Ross,446321,27.7,29.3,2.6,27.7,9.3,3.5,0.0,0.0
Johnson, Pierce,572955,45.2,0.6,0.0,0.0,0.0,54.2,0.0,0.0
Barnes, Jacob,606930,46.6,0.0,52.4,0.0,1.0,0.0,0.0,0.0
Strahm, Matt,621381,29.2,26.6,0.0,11.7,10.4,22.1,0.0,0.0
Báez, Pedro,520980,42.2,0.0,0.0,21.9,35.9,0.0,0.0,0.0
Chavez, Jesse,445926,6.9,40.0,33.8,14.1,5.2,0.0,0.0,0.0
Osich, Josh,592612,22.7,13.8,48.4,15.1,0.0,0.0,0.0,0.0
Ferguson, Caleb,657571,78.9,0.0,20.4,0.0,0.7,0.0,0.0,0.0
Wick, Rowan,592858,53.0,0.0,12.8,0.0,0.0,34.2,0.0,0.0
Rasmussen, Drew,656876,68.2,0.0,0.0,17.5,4.0,10.3,0.0,0.0
Kimbrel, Craig,518886,62.3,0.0,0.0,0.0,0.0,37.7,0.0,0.0
Lail, Brady,621078,30.7,18.3,0.0,15.3,16.3,19.3,0.0,0.0
Newcomb, Sean,656794,54.0,0.0,0.3,8.0,20.0,17.7,0.0,0.0
Garrett, Amir,607237,40.8,3.7,0.0,55.5,0.0,0.0,0.0,0.0
Rainey, Tanner,663432,60.9,0.0,0.0,39.1,0.0,0.0,0.0,0.0
Winkler, Dan,595465,22.4,10.0,56.5,0.0,0.7,10.4,0.0,0.0
Samardzija, Jeff,502188,18.8,15.8,21.8,23.8,0.0,1.7,18.1,0.0
Coonrod, Sam,656322,27.3,31.3,6.4,13.8,18.9,2.4,0.0,0.0
Hahn, Jesse,534910,1.4,55.1,0.0,12.7,0.0,30.8,0.0,0.0
Graterol, Brusdar,660813,3.1,67.7,0.0,28.9,0.3,0.0,0.0,0.0
Hill, Cam,657611,48.5,0.0,0.0,36.1,0.0,15.5,0.0,0.0
Pivetta, Nick,601713,48.6,0.0,0.0,20.7,6.9,23.8,0.0,0.0
González, Victor,624647,10.3,52.4,0.0,35.9,1.4,0.0,0.0,0.0
Montero, Rafael,606160,47.8,24.2,0.0,7.3,20.8,0.0,0.0,0.0
Britton, Zack,502154,0.0,80.3,0.0,19.7,0.0,0.0,0.0,0.0
Guerra, Javy,457915,65.4,1.7,0.0,16.8,7.7,8.4,0.0,0.0
Walden, Marcus,519393,13.0,25.6,39.6,21.8,0.0,0.0,0.0,0.0
López, Yoan,661255,54.7,0.0,0.0,45.3,0.0,0.0,0.0,0.0
Tate, Dillon,622253,23.2,34.7,26.0,0.0,16.1,0.0,0.0,0.0
Santana, Dennis,642701,4.2,34.2,0.0,46.1,15.5,0.0,0.0,0.0
Phillips, Evan,623465,66.2,0.0,0.4,26.8,6.7,0.0,0.0,0.0
García, Jarlín,606424,48.6,0.0,0.0,33.1,18.3,0.0,0.0,0.0
Miley, Wade,489119,10.6,3.9,50.0,1.4,23.6,10.6,0.0,0.0
Nova, Iván,467100,19.0,40.1,0.0,0.0,15.5,25.4,0.0,0.0
Odorizzi, Jake,543606,41.7,0.0,11.3,18.4,0.0,5.3,23.3,0.0
Martin, Chris,455119,44.0,1.1,18.8,25.9,0.0,0.0,10.3,0.0
Hale, David,571735,44.3,8.9,0.0,0.0,31.2,15.6,0.0,0.0
Wood, Alex,622072,1.8,46.5,0.0,28.7,23.0,0.0,0.0,0.0
Pérez, Oliver,424144,13.9,43.1,0.0,43.1,0.0,0.0,0.0,0.0
Schreiber, John,670167,48.4,3.6,0.0,34.5,13.5,0.0,0.0,0.0
Watson, Tony,453265,3.9,34.3,0.0,13.9,47.9,0.0,0.0,0.0
Gsellman, Robert,607229,19.1,45.0,0.7,21.2,7.2,6.8,0.0,0.0
Anderson, Shaun,641312,38.6,1.4,0.0,53.4,6.5,0.0,0.0,0.0
Perdomo, Luis,606131,2.2,40.9,0.0,34.8,0.0,0.0,22.1,0.0
Bradley, Archie,605151,59.8,6.2,0.0,0.0,11.6,22.5,0.0,0.0
Thorpe, Lewis,626929,47.4,0.0,0.0,30.1,14.0,8.5,0.0,0.0
Williams, Taylor,592865,42.3,2.9,0.0,54.8,0.0,0.0,0.0,0.0
Yamamoto, Jordan,657141,32.2,8.1,21.5,22.2,1.5,14.4,0.0,0.0
Smeltzer, Devin,656970,33.2,0.0,0.0,18.3,36.9,11.6,0.0,0.0
Ryan, Kyle,594986,16.8,35.4,39.2,0.0,0.0,8.6,0.0,0.0
Smith, Caleb,592761,51.3,0.0,0.0,26.6,14.6,7.5,0.0,0.0
Ponce, Cody,664074,37.0,7.9,23.4,0.0,7.9,23.8,0.0,0.0
Houck, Tanner,656557,38.5,17.0,0.0,35.5,0.0,0.0,9.1,0.0
Knebel, Corey,608349,63.9,0.4,0.0,0.0,1.9,33.8,0.0,0.0
Kickham, Mike,592464,15.6,3.1,0.0,50.0,0.4,30.9,0.0,0.0
O'Day, Darren,503285,47.1,10.0,0.0,42.9,0.0,0.0,0.0,0.0
Kennedy, Ian,453178,52.5,0.4,29.1,0.0,7.3,10.7,0.0,0.0
Adam, Jason,592094,53.5,0.0,0.0,20.4,15.4,10.8,0.0,0.0
Hart, Kyle,606996,28.1,13.5,0.0,35.4,18.5,4.6,0.0,0.0
Newsome, Ljay,664714,49.4,0.0,0.0,0.0,23.9,26.7,0.0,0.0
Hernández, Carlos,672578,51.4,0.0,0.0,8.6,0.0,24.7,15.3,0.0
Stock, Robert,476594,64.0,0.0,0.0,22.9,13.0,0.0,0.0,0.0
Kolarek, Adam,592473,4.0,79.8,0.0,9.1,7.1,0.0,0.0,0.0
Smith, Will,519293,45.2,0.0,0.0,47.2,0.0,7.5,0.0,0.0
Brach, Brad,542960,17.6,19.2,31.6,7.6,24.0,0.0,0.0,0.0
Smith, Riley,642092,0.0,62.4,0.0,20.0,1.6,16.0,0.0,0.0
